balance,prime_card,pv,tau,categ
15200.0,1,826.61,300.0,always-takers
5200.0,1,1627.4560000000001,700.0000000000001,complier
4800.0,1,443.25,300.0,always-takers
7600.0,1,750.115,300.0,always-takers
6800.0,1,1648.626,700.0,complier
7300.0,1,1327.708,700.0000000000001,complier
12300.0,1,438.005,300.0,always-takers
4400.0,1,431.041,300.0,always-takers
5200.0,1,764.008,300.00000000000006,always-takers
3200.0,0,817.384,200.0,never-taker
6800.0,1,742.517,300.00000000000006,always-takers
3800.0,0,515.611,699.9999999999999,complier
4700.0,1,885.834,300.0,always-takers
5100.0,1,365.319,300.0,always-takers
5900.0,1,675.759,300.0,always-takers
10000.0,0,940.41,199.9999999999999,never-taker
9400.0,1,203.56,300.0,always-takers
6100.0,1,1088.876,300.0,always-takers
7900.0,1,1303.527,700.0,complier
3500.0,0,665.905,700.0,complier
6400.0,1,354.549,300.0,always-takers
2500.0,0,592.934,200.0,never-taker
4900.0,0,614.049,700.0,complier
17200.0,1,1652.845,300.0,always-takers
9500.0,1,783.091,300.0,always-takers
5700.0,0,975.891,200.0000000000001,never-taker
3800.0,0,65.556,700.0,complier
5000.0,1,509.096,300.0,always-takers
6400.0,1,1548.28,700.0,complier
7000.0,1,135.034,300.0,always-takers
4100.0,1,653.8009999999999,299.99999999999994,always-takers
6900.0,1,828.096,300.0,always-takers
9000.0,1,850.852,300.0,always-takers
4400.0,1,650.485,300.0,always-takers
5400.0,1,1086.91,700.0,complier
4500.0,0,373.113,700.0,complier
11800.0,1,1729.15,700.0,complier
4200.0,1,424.214,300.0,always-takers
6400.0,1,105.513,300.0,always-takers
3500.0,0,256.305,700.0,complier
5000.0,1,405.1,300.0,always-takers
1300.0,0,799.793,200.0,never-taker
5900.0,0,699.284,200.0,never-taker
3400.0,1,664.8779999999999,299.99999999999994,always-takers
5000.0,1,250.787,300.0,always-takers
7900.0,1,252.382,300.0,always-takers
9200.0,0,1301.124,200.0,never-taker
6400.0,1,486.13800000000003,300.0,always-takers
3500.0,1,616.865,300.0,always-takers
4500.0,1,320.848,300.0,always-takers
8300.0,0,647.735,200.0,never-taker
10400.0,1,925.896,700.0,complier
2800.0,0,989.436,200.0000000000001,never-taker
15500.0,1,1749.412,700.0,complier
5300.0,1,491.837,300.0,always-takers
3300.0,0,657.615,200.0,never-taker
5900.0,0,1067.793,200.0,never-taker
4600.0,1,215.10399999999998,300.0,always-takers
9300.0,1,255.29,300.0,always-takers
4700.0,1,585.392,300.00000000000006,always-takers
7800.0,1,1198.66,700.0,complier
5000.0,1,930.188,700.0,complier
3700.0,0,689.385,700.0,complier
3200.0,1,99.255,300.0,always-takers
5700.0,1,217.465,300.0,always-takers
8100.0,0,906.549,200.0,never-taker
3300.0,0,223.67,700.0,complier
8900.0,1,1474.8809999999999,699.9999999999999,complier
8100.0,1,1147.517,700.0,complier
8300.0,1,959.333,300.0,always-takers
11900.0,1,1913.735,700.0,complier
6100.0,1,1416.885,700.0,complier
7100.0,1,567.5830000000001,300.00000000000006,always-takers
9400.0,1,632.636,299.99999999999994,always-takers
6300.0,1,1413.972,700.0,complier
6400.0,1,837.021,300.0,always-takers
3800.0,0,486.087,700.0,complier
6500.0,1,708.546,300.00000000000006,always-takers
4500.0,0,690.031,200.0,never-taker
9200.0,1,529.145,300.0,always-takers
5200.0,1,463.611,300.0,always-takers
6400.0,1,520.196,300.0,always-takers
3100.0,0,171.251,700.0,complier
4500.0,1,311.506,300.0,always-takers
7900.0,1,427.44,300.0,always-takers
4800.0,1,-62.84100000000001,300.0,always-takers
13900.0,1,671.424,300.0,always-takers
13400.0,1,1841.805,700.0,complier
10900.0,1,375.426,300.0,always-takers
4200.0,0,617.242,700.0,complier
5500.0,1,689.365,300.0,always-takers
6000.0,1,732.86,300.0,always-takers
8300.0,1,536.193,300.0,always-takers
6300.0,1,1633.851,700.0000000000001,complier
10300.0,1,261.54,300.0,always-takers
2000.0,0,699.435,700.0,complier
14800.0,1,1136.347,300.0,always-takers
12800.0,1,1573.958,700.0000000000001,complier
7200.0,0,1301.373,200.0,never-taker
9000.0,1,1583.722,700.0,complier
1900.0,1,85.695,300.0,always-takers
8000.0,1,1225.5320000000002,700.0000000000001,complier
9800.0,1,393.339,300.0,always-takers
7700.0,0,637.295,200.0,never-taker
3300.0,0,902.348,700.0,complier
9900.0,1,521.452,300.0,always-takers
14400.0,1,1741.087,700.0,complier
2700.0,0,526.718,699.9999999999999,complier
7700.0,1,1167.433,700.0,complier
11200.0,1,1423.03,300.0,always-takers
9500.0,1,1449.296,700.0,complier
7200.0,1,1204.993,700.0,complier
8100.0,0,964.45,200.0,never-taker
4500.0,0,547.62,699.9999999999999,complier
15800.0,1,1382.93,300.0,always-takers
3200.0,1,610.817,300.0,always-takers
9100.0,1,1080.872,700.0,complier
16500.0,1,1089.123,300.0,always-takers
4400.0,0,237.389,700.0,complier
4600.0,1,600.233,299.99999999999994,always-takers
4100.0,1,-185.19400000000002,300.0,always-takers
6000.0,0,910.134,200.0,never-taker
6700.0,1,1412.961,700.0,complier
3900.0,0,349.131,699.9999999999999,complier
4200.0,0,329.711,700.0,complier
9300.0,0,693.593,200.0,never-taker
9800.0,0,1121.131,200.0,never-taker
7000.0,1,1282.4569999999999,699.9999999999999,complier
16300.0,1,823.001,300.0,always-takers
15700.0,1,811.24,300.0,always-takers
3000.0,1,356.408,300.0,always-takers
10300.0,1,848.478,300.0,always-takers
7000.0,1,328.153,300.0,always-takers
5100.0,1,377.798,300.0,always-takers
3500.0,1,242.346,300.0,always-takers
11500.0,1,1856.37,700.0,complier
6500.0,1,165.71,300.0,always-takers
2300.0,1,-106.52499999999998,300.0,always-takers
4700.0,1,180.344,300.0,always-takers
6600.0,1,1447.967,700.0000000000001,complier
5000.0,1,993.236,700.0,complier
2300.0,0,657.28,200.0,never-taker
2600.0,0,276.18,700.0,complier
13400.0,1,518.797,300.0,always-takers
7400.0,0,1035.709,200.0,never-taker
4700.0,0,-13.001,700.0,complier
4600.0,1,15.367000000000019,300.0,always-takers
7100.0,1,613.3330000000001,300.00000000000006,always-takers
2500.0,0,540.337,200.0,never-taker
6200.0,1,1137.5149999999999,699.9999999999999,complier
5500.0,1,624.261,299.99999999999994,always-takers
6900.0,1,1399.896,700.0,complier
3100.0,1,195.66500000000002,300.0,always-takers
4600.0,0,376.253,700.0,complier
9700.0,1,1648.58,699.9999999999999,complier
8000.0,1,1161.266,700.0,complier
7000.0,1,1615.313,700.0000000000001,complier
6300.0,1,-14.718999999999994,300.0,always-takers
5400.0,1,626.366,700.0,complier
6800.0,0,1092.281,200.0,never-taker
13700.0,1,571.6859999999999,299.99999999999994,always-takers
7200.0,0,627.706,200.0,never-taker
5500.0,0,817.722,200.0,never-taker
4500.0,1,276.551,300.0,always-takers
7200.0,1,1485.164,700.0,complier
9700.0,1,913.797,300.0,always-takers
6100.0,1,1159.58,700.0,complier
7300.0,0,902.105,200.0,never-taker
6000.0,1,1122.6770000000001,700.0000000000001,complier
2500.0,1,-215.50300000000004,300.0,always-takers
5200.0,1,71.06299999999999,300.0,always-takers
15000.0,1,1964.497,700.0,complier
10100.0,1,1175.555,700.0,complier
4500.0,1,92.87899999999999,300.0,always-takers
3600.0,0,617.542,200.0,never-taker
2600.0,1,223.91500000000002,300.0,always-takers
11800.0,1,1045.721,300.0,always-takers
9000.0,1,745.139,300.0,always-takers
5000.0,1,1307.8139999999999,699.9999999999999,complier
5400.0,1,486.325,300.0,always-takers
8800.0,1,808.454,299.99999999999994,always-takers
6600.0,0,910.23,200.0,never-taker
6400.0,1,1472.4070000000002,700.0000000000001,complier
2800.0,0,370.769,700.0,complier
7100.0,1,1238.963,700.0,complier
1700.0,0,772.232,200.0,never-taker
5200.0,1,788.729,300.00000000000006,always-takers
3000.0,0,720.129,200.0,never-taker
8200.0,1,831.235,300.0,always-takers
6400.0,0,723.46,200.0,never-taker
4600.0,1,292.168,300.0,always-takers
8000.0,1,1756.164,700.0,complier
15800.0,1,1147.569,300.0,always-takers
4200.0,1,344.371,300.0,always-takers
6500.0,1,1097.772,700.0,complier
6400.0,1,936.926,300.0,always-takers
5900.0,1,1014.7180000000001,700.0,complier
4900.0,0,323.625,700.0,complier
6900.0,1,252.886,300.0,always-takers
11500.0,1,1664.992,700.0,complier
7100.0,1,1041.5529999999999,299.9999999999999,always-takers
2700.0,0,377.497,700.0,complier
12300.0,1,682.579,299.99999999999994,always-takers
3200.0,0,893.783,199.9999999999999,never-taker
6500.0,1,1577.356,700.0,complier
16000.0,1,1113.7060000000001,300.0000000000001,always-takers
6400.0,1,1492.989,700.0,complier
6900.0,0,795.713,200.0,never-taker
8900.0,1,667.048,300.0,always-takers
8600.0,1,1652.868,699.9999999999999,complier
2900.0,0,-267.586,700.0,complier
2300.0,0,587.315,700.0,complier
3400.0,1,151.405,300.0,always-takers
2900.0,0,440.939,700.0,complier
5700.0,1,1431.171,700.0,complier
7000.0,1,1024.814,700.0,complier
5100.0,1,363.568,300.0,always-takers
8300.0,1,1628.944,700.0,complier
4900.0,0,650.623,700.0,complier
8400.0,0,975.858,200.0,never-taker
6900.0,1,853.225,700.0,complier
4400.0,0,279.338,700.0,complier
11300.0,1,698.864,300.00000000000006,always-takers
10900.0,1,969.076,300.0,always-takers
1700.0,0,871.06,200.0,never-taker
10000.0,1,1562.925,700.0,complier
4900.0,0,820.688,200.0,never-taker
4100.0,1,509.419,300.0,always-takers
8100.0,1,1175.805,700.0,complier
4800.0,1,267.07,300.0,always-takers
8500.0,1,1681.734,699.9999999999999,complier
9200.0,1,650.211,300.0,always-takers
2900.0,0,217.621,700.0,complier
8800.0,0,974.272,199.9999999999999,never-taker
5200.0,1,991.935,700.0,complier
9400.0,1,869.985,300.0,always-takers
4000.0,1,509.808,300.0,always-takers
1700.0,0,-136.602,700.0,complier
8900.0,1,1810.265,700.0,complier
9600.0,1,499.027,300.0,always-takers
5000.0,1,1069.713,700.0,complier
5200.0,1,547.955,300.0,always-takers
7700.0,1,529.674,300.0,always-takers
6600.0,1,1414.5639999999999,699.9999999999999,complier
10000.0,1,1578.998,700.0,complier
3800.0,0,645.524,699.9999999999999,complier
2500.0,0,825.404,200.0,never-taker
6100.0,1,568.65,300.0,always-takers
2100.0,0,291.979,700.0,complier
3900.0,0,647.241,200.0,never-taker
4700.0,1,453.628,300.0,always-takers
4500.0,0,823.156,700.0,complier
6200.0,1,763.7570000000001,300.00000000000006,always-takers
3600.0,0,244.184,700.0,complier
6000.0,0,497.401,200.00000000000006,never-taker
6700.0,1,605.672,300.0,always-takers
4400.0,1,17.5,300.0,always-takers
13000.0,1,523.833,300.0,always-takers
7000.0,1,360.695,300.0,always-takers
7000.0,1,470.348,300.0,always-takers
12200.0,1,805.29,299.99999999999994,always-takers
10600.0,1,1510.1979999999999,699.9999999999999,complier
2100.0,1,381.552,300.0,always-takers
5500.0,1,1378.518,700.0,complier
9400.0,1,333.41700000000003,300.0,always-takers
10400.0,1,1538.435,700.0,complier
4100.0,0,631.078,200.0,never-taker
11500.0,1,660.828,300.0,always-takers
3100.0,0,577.138,200.0,never-taker
2400.0,1,162.25,300.0,always-takers
7100.0,1,625.025,300.0,always-takers
4200.0,1,587.182,300.0,always-takers
10900.0,1,908.861,300.0,always-takers
2800.0,0,289.254,700.0,complier
10800.0,1,599.617,299.99999999999994,always-takers
7000.0,1,673.399,300.0,always-takers
9700.0,1,477.677,300.0,always-takers
3600.0,1,-107.12099999999998,300.0,always-takers
4400.0,0,991.915,200.0,never-taker
6500.0,0,991.976,200.0000000000001,never-taker
12300.0,1,1891.107,700.0,complier
4500.0,1,777.5070000000001,300.00000000000006,always-takers
13200.0,1,724.9870000000001,300.00000000000006,always-takers
4900.0,1,573.2860000000001,300.00000000000006,always-takers
7100.0,1,457.14,300.0,always-takers
1700.0,0,-17.478,700.0,complier
3600.0,0,599.423,700.0,complier
3900.0,0,469.886,700.0,complier
4600.0,0,600.472,700.0,complier
6500.0,0,1192.421,200.0,never-taker
2800.0,1,416.31399999999996,300.0,always-takers
8700.0,0,668.886,200.0,never-taker
4100.0,0,662.492,700.0,complier
4400.0,1,783.329,299.99999999999994,always-takers
7300.0,1,148.896,300.0,always-takers
7100.0,1,1026.865,700.0,complier
6300.0,1,1463.483,700.0,complier
6600.0,1,1555.309,700.0,complier
5000.0,1,620.631,300.0,always-takers
8700.0,0,1232.507,200.0,never-taker
7700.0,1,912.731,300.0,always-takers
12900.0,1,1707.554,700.0000000000001,complier
9300.0,1,1443.252,700.0,complier
6900.0,1,-323.26599999999996,300.0,always-takers
4000.0,1,284.297,300.0,always-takers
10000.0,1,1676.076,700.0,complier
6600.0,1,989.136,700.0,complier
4300.0,0,347.623,700.0,complier
6900.0,0,885.993,199.9999999999999,never-taker
6100.0,1,1616.092,700.0000000000001,complier
4100.0,1,517.295,300.0,always-takers
10400.0,0,1539.812,200.0,never-taker
12400.0,1,557.254,300.0,always-takers
7800.0,1,1213.513,699.9999999999999,complier
2900.0,1,-132.47699999999998,300.0,always-takers
4400.0,1,323.515,300.0,always-takers
6500.0,1,479.594,300.0,always-takers
8000.0,1,329.798,300.0,always-takers
10100.0,0,1701.644,200.0,never-taker
8800.0,0,1032.454,200.0,never-taker
8600.0,1,1597.3029999999999,699.9999999999999,complier
13100.0,1,910.402,300.0,always-takers
4800.0,1,592.777,300.00000000000006,always-takers
5900.0,1,552.072,300.0,always-takers
3600.0,0,673.177,200.0,never-taker
3600.0,0,77.932,700.0,complier
5000.0,1,636.8340000000001,300.00000000000006,always-takers
5400.0,0,774.001,200.0,never-taker
10500.0,1,1382.297,700.0,complier
2300.0,0,-43.724,700.0,complier
4300.0,1,493.45500000000004,300.0,always-takers
1800.0,0,628.466,200.0,never-taker
7000.0,1,397.097,300.0,always-takers
2400.0,0,533.331,700.0000000000001,complier
8300.0,1,268.363,300.0,always-takers
3400.0,1,-117.08699999999999,300.0,always-takers
3700.0,1,729.798,300.0,always-takers
2200.0,1,135.223,300.0,always-takers
6500.0,1,630.9590000000001,300.00000000000006,always-takers
3500.0,0,333.865,700.0,complier
2500.0,1,-183.68400000000003,300.0,always-takers
7800.0,1,286.157,300.0,always-takers
5400.0,1,1360.325,700.0,complier
5200.0,1,491.305,300.0,always-takers
6700.0,1,349.51800000000003,300.0,always-takers
9700.0,1,711.524,300.0,always-takers
9600.0,1,1391.9560000000001,700.0000000000001,complier
5200.0,1,1003.316,700.0,complier
7600.0,1,1455.425,700.0,complier
7000.0,1,1671.42,700.0000000000001,complier
8200.0,1,1767.504,700.0,complier
1400.0,0,287.038,700.0,complier
11700.0,1,1407.7649999999999,699.9999999999999,complier
10400.0,1,1288.2179999999998,299.9999999999999,always-takers
7400.0,1,436.135,300.0,always-takers
3700.0,0,195.065,700.0,complier
7100.0,1,1659.6309999999999,699.9999999999999,complier
3000.0,0,1078.305,200.0,never-taker
9500.0,1,1026.804,300.0000000000001,always-takers
7100.0,0,938.232,200.0,never-taker
3400.0,1,491.108,300.0,always-takers
3600.0,0,991.869,200.0000000000001,never-taker
4300.0,1,689.39,300.0,always-takers
3800.0,0,393.601,700.0000000000001,complier
10300.0,1,1547.888,699.9999999999999,complier
5200.0,1,996.017,700.0,complier
9500.0,1,687.3109999999999,299.99999999999994,always-takers
4800.0,0,651.772,200.0,never-taker
9200.0,1,804.519,300.0,always-takers
9500.0,1,484.074,300.0,always-takers
3100.0,1,189.889,300.0,always-takers
6300.0,1,445.677,300.0,always-takers
9400.0,1,1627.8519999999999,699.9999999999999,complier
5200.0,1,1661.4360000000001,700.0000000000001,complier
5700.0,1,1270.915,700.0,complier
2800.0,1,132.878,300.0,always-takers
8200.0,1,350.051,300.0,always-takers
9600.0,1,-6.810000000000002,300.0,always-takers
6000.0,1,470.23199999999997,300.0,always-takers
7000.0,1,696.931,300.00000000000006,always-takers
9200.0,1,948.169,300.0,always-takers
6600.0,1,535.287,300.0,always-takers
6800.0,1,1814.74,700.0,complier
5500.0,1,178.313,300.0,always-takers
6300.0,1,1389.423,700.0,complier
5200.0,0,689.524,200.0,never-taker
9900.0,1,1526.576,700.0,complier
3100.0,1,419.001,300.0,always-takers
6800.0,1,644.659,300.0,always-takers
3500.0,0,766.551,200.0,never-taker
10000.0,1,615.201,300.0,always-takers
3700.0,0,525.658,200.0,never-taker
6500.0,1,727.566,300.00000000000006,always-takers
11200.0,1,832.719,300.0,always-takers
2300.0,1,314.497,300.0,always-takers
4300.0,0,458.056,700.0,complier
10400.0,1,1410.962,700.0,complier
7000.0,1,542.784,300.0,always-takers
5000.0,1,1266.066,700.0,complier
9600.0,1,1260.806,700.0,complier
9400.0,1,227.94400000000002,300.0,always-takers
8500.0,1,1554.6860000000001,700.0000000000001,complier
5600.0,1,617.726,300.0,always-takers
4400.0,0,851.554,200.0000000000001,never-taker
6300.0,1,443.81,300.0,always-takers
5800.0,1,1216.963,700.0,complier
7800.0,0,955.867,200.0,never-taker
6600.0,1,1516.461,700.0,complier
1300.0,0,552.557,200.0,never-taker
8900.0,1,658.7850000000001,300.00000000000006,always-takers
15100.0,1,1120.655,300.0,always-takers
4800.0,0,839.535,699.9999999999999,complier
3700.0,0,844.437,199.9999999999999,never-taker
4300.0,0,365.768,700.0,complier
6700.0,1,1458.758,700.0,complier
6600.0,1,388.082,300.0,always-takers
5100.0,1,1391.309,700.0,complier
8000.0,1,593.358,299.99999999999994,always-takers
6600.0,1,454.905,300.0,always-takers
2500.0,0,386.209,700.0,complier
3400.0,1,437.2,300.0,always-takers
4100.0,0,713.505,700.0000000000001,complier
9500.0,1,766.896,299.99999999999994,always-takers
5300.0,0,478.537,200.00000000000006,never-taker
7300.0,1,192.90699999999998,300.0,always-takers
8500.0,1,577.977,300.0,always-takers
2800.0,1,346.58299999999997,300.0,always-takers
13900.0,1,662.921,300.00000000000006,always-takers
7200.0,1,538.4300000000001,300.00000000000006,always-takers
3000.0,1,310.135,300.0,always-takers
7700.0,1,633.719,300.00000000000006,always-takers
4500.0,0,133.281,700.0,complier
5000.0,1,165.996,300.0,always-takers
6500.0,1,239.409,300.0,always-takers
12000.0,1,890.158,300.0,always-takers
8900.0,1,1067.057,300.0,always-takers
6400.0,1,900.554,700.0,complier
3600.0,1,92.249,300.0,always-takers
9400.0,1,309.027,300.0,always-takers
6600.0,1,1431.563,700.0000000000001,complier
7900.0,1,42.81299999999999,300.0,always-takers
4400.0,0,421.079,199.99999999999994,never-taker
3500.0,0,318.059,700.0,complier
2600.0,1,258.078,300.0,always-takers
6500.0,0,952.099,200.0000000000001,never-taker
10100.0,1,417.075,300.0,always-takers
6100.0,1,1628.667,699.9999999999999,complier
4200.0,0,678.277,200.0,never-taker
11500.0,1,1429.5430000000001,700.0000000000001,complier
2900.0,0,736.888,200.0,never-taker
6600.0,0,1031.917,200.0,never-taker
4600.0,1,123.84700000000001,300.0,always-takers
6100.0,1,526.789,300.0,always-takers
14000.0,1,931.438,300.0,always-takers
5400.0,1,1427.132,700.0000000000001,complier
10300.0,1,349.822,300.0,always-takers
5000.0,1,1396.242,700.0,complier
11900.0,1,2292.816,699.9999999999998,complier
10500.0,1,721.826,300.0,always-takers
5400.0,1,613.918,300.0,always-takers
2400.0,0,-46.567,700.0,complier
3900.0,0,662.893,200.0,never-taker
5100.0,1,728.807,300.0,always-takers
11400.0,1,1537.02,700.0,complier
5700.0,0,1039.98,200.0,never-taker
5000.0,0,794.195,200.0,never-taker
6500.0,1,649.394,300.0,always-takers
9600.0,1,430.297,300.0,always-takers
7600.0,1,243.45,300.0,always-takers
4000.0,0,495.605,200.0,never-taker
5300.0,1,1187.439,700.0,complier
7300.0,1,480.78200000000004,300.0,always-takers
5900.0,0,1373.418,200.0,never-taker
4600.0,1,375.26099999999997,300.0,always-takers
3400.0,0,671.204,200.0,never-taker
15700.0,1,1971.344,700.0,complier
6200.0,0,566.924,200.0,never-taker
5200.0,1,1157.5059999999999,699.9999999999999,complier
11300.0,1,1598.876,700.0,complier
3600.0,1,567.6410000000001,300.00000000000006,always-takers
4700.0,1,463.452,300.0,always-takers
9500.0,1,617.543,300.0,always-takers
7700.0,1,1672.1950000000002,700.0000000000001,complier
7900.0,1,330.546,300.0,always-takers
5100.0,1,519.453,300.0,always-takers
5100.0,1,-71.875,300.0,always-takers
1900.0,1,-46.56299999999999,300.0,always-takers
3300.0,1,250.563,300.0,always-takers
11600.0,1,585.723,299.99999999999994,always-takers
3100.0,1,368.085,300.0,always-takers
4900.0,0,964.188,200.0000000000001,never-taker
5000.0,1,1520.3220000000001,700.0000000000001,complier
4200.0,0,412.573,699.9999999999999,complier
4800.0,1,531.41,300.0,always-takers
5700.0,1,334.408,300.0,always-takers
2900.0,0,796.966,699.9999999999999,complier
5800.0,1,1454.589,699.9999999999999,complier
7900.0,1,315.494,300.0,always-takers
8800.0,1,1757.703,700.0,complier
2300.0,0,303.464,700.0,complier
5800.0,0,548.032,200.0,never-taker
4600.0,0,121.269,700.0,complier
5500.0,1,659.322,300.0,always-takers
4600.0,0,338.595,700.0,complier
2200.0,0,1020.975,199.9999999999999,never-taker
6100.0,1,1373.705,699.9999999999999,complier
4400.0,0,1329.008,700.0,complier
8200.0,1,1828.841,700.0,complier
5400.0,1,895.31,300.0,always-takers
4100.0,1,518.83,300.0,always-takers
9400.0,1,1421.172,700.0,complier
7100.0,1,552.816,300.0,always-takers
5900.0,1,1533.047,700.0,complier
5400.0,1,442.207,300.0,always-takers
5600.0,1,808.095,700.0,complier
5900.0,1,802.934,700.0,complier
4000.0,0,937.986,199.9999999999999,never-taker
4500.0,1,468.291,300.0,always-takers
4400.0,0,579.921,700.0,complier
9500.0,1,821.221,300.0,always-takers
5000.0,1,222.288,300.0,always-takers
7300.0,1,423.718,300.0,always-takers
3900.0,0,226.204,700.0,complier
5900.0,1,1750.676,700.0,complier
5400.0,1,1151.45,700.0,complier
3100.0,0,835.614,200.0,never-taker
12600.0,1,2043.494,700.0,complier
3300.0,0,327.818,700.0,complier
4700.0,0,542.267,700.0,complier
4200.0,1,64.083,300.0,always-takers
5300.0,1,1422.67,700.0000000000001,complier
4000.0,0,493.955,700.0,complier
6400.0,0,796.649,200.0,never-taker
11900.0,1,1229.2820000000002,300.0000000000001,always-takers
3900.0,1,547.937,300.0,always-takers
9100.0,1,1188.326,700.0,complier
9100.0,1,735.431,300.00000000000006,always-takers
4000.0,0,794.324,200.0,never-taker
7400.0,1,1232.7179999999998,699.9999999999999,complier
8100.0,1,1401.057,700.0,complier
5100.0,1,78.697,300.0,always-takers
2000.0,0,179.824,700.0,complier
10000.0,1,855.597,300.0,always-takers
4400.0,0,385.827,700.0,complier
3400.0,1,-104.48399999999998,300.0,always-takers
8900.0,1,1984.405,700.0,complier
5700.0,1,460.735,300.0,always-takers
4700.0,1,671.119,300.0,always-takers
7300.0,1,435.849,300.0,always-takers
6300.0,1,828.505,300.0,always-takers
2700.0,0,675.906,200.0,never-taker
5900.0,1,1217.8600000000001,700.0000000000001,complier
6600.0,1,1320.908,699.9999999999999,complier
4600.0,0,758.879,699.9999999999999,complier
7400.0,1,856.088,300.0,always-takers
14400.0,1,1187.192,300.0,always-takers
4100.0,1,419.617,300.0,always-takers
11300.0,1,1857.665,700.0,complier
5800.0,1,1247.9850000000001,700.0000000000001,complier
8100.0,1,1100.333,700.0,complier
6700.0,1,773.7629999999999,299.99999999999994,always-takers
3100.0,0,892.67,200.0000000000001,never-taker
8100.0,1,1315.6390000000001,700.0000000000001,complier
8500.0,1,1465.592,700.0000000000001,complier
6200.0,1,947.006,700.0,complier
8700.0,0,1085.99,200.0,never-taker
4800.0,0,389.052,700.0000000000001,complier
6800.0,1,593.1030000000001,300.00000000000006,always-takers
4400.0,1,-124.30700000000002,300.0,always-takers
2600.0,0,975.014,200.0000000000001,never-taker
7600.0,1,853.959,300.0,always-takers
4000.0,0,-191.046,700.0,complier
11700.0,1,913.667,300.0,always-takers
5200.0,1,261.48199999999997,300.0,always-takers
9000.0,1,364.742,300.0,always-takers
13400.0,1,1038.3809999999999,299.9999999999999,always-takers
4200.0,0,617.017,700.0,complier
3800.0,0,306.979,700.0,complier
4100.0,0,938.649,699.9999999999999,complier
7900.0,1,1512.527,700.0,complier
9000.0,1,1405.893,700.0,complier
4500.0,0,887.207,699.9999999999999,complier
10700.0,1,483.688,300.0,always-takers
4700.0,0,361.957,699.9999999999999,complier
2500.0,1,-13.394999999999982,300.0,always-takers
6100.0,1,624.136,299.99999999999994,always-takers
7500.0,1,836.889,300.0,always-takers
6300.0,1,997.262,700.0,complier
4800.0,1,536.841,300.0,always-takers
7800.0,1,1022.778,300.0,always-takers
6900.0,1,595.867,299.99999999999994,always-takers
7400.0,1,1232.017,700.0,complier
9100.0,1,1082.8690000000001,700.0000000000001,complier
6700.0,1,1057.1190000000001,300.0000000000001,always-takers
10500.0,1,1201.218,700.0,complier
9600.0,1,604.86,300.0,always-takers
4900.0,1,305.206,300.0,always-takers
3200.0,1,180.297,300.0,always-takers
6800.0,1,417.079,300.0,always-takers
2600.0,1,149.104,300.0,always-takers
4500.0,1,315.542,300.0,always-takers
4900.0,1,434.43,300.0,always-takers
12800.0,1,711.756,300.0,always-takers
9400.0,1,583.962,300.0,always-takers
10800.0,1,833.48,300.0,always-takers
3000.0,0,42.845,700.0,complier
2300.0,0,313.636,700.0,complier
7100.0,1,1438.696,699.9999999999999,complier
7100.0,0,999.321,199.9999999999999,never-taker
5000.0,1,1058.531,700.0,complier
6300.0,1,1314.548,700.0,complier
9400.0,1,457.372,300.0,always-takers
5600.0,0,788.992,200.0,never-taker
8100.0,1,286.861,300.0,always-takers
7000.0,1,288.361,300.0,always-takers
13000.0,1,1929.38,700.0,complier
8700.0,1,400.903,300.0,always-takers
11800.0,1,899.007,300.0,always-takers
3900.0,1,198.014,300.0,always-takers
15600.0,1,476.882,300.0,always-takers
2500.0,0,332.891,700.0,complier
5200.0,1,1458.029,700.0,complier
5800.0,1,1109.9569999999999,699.9999999999999,complier
5200.0,1,290.373,300.0,always-takers
6000.0,1,1257.174,700.0,complier
4400.0,1,226.30200000000002,300.0,always-takers
6100.0,1,72.58600000000001,300.0,always-takers
7800.0,1,1825.178,700.0,complier
7800.0,1,369.54,300.0,always-takers
7700.0,1,1168.784,700.0000000000001,complier
15000.0,1,1930.15,700.0,complier
10000.0,1,1565.516,700.0000000000001,complier
8300.0,1,1225.539,700.0,complier
5000.0,1,1698.886,700.0,complier
6500.0,1,155.779,300.0,always-takers
7900.0,1,419.842,300.0,always-takers
3200.0,1,448.66700000000003,300.0,always-takers
9900.0,1,1570.634,700.0,complier
6800.0,1,1303.636,700.0,complier
7300.0,0,987.341,199.9999999999999,never-taker
8200.0,1,734.345,300.0,always-takers
19700.0,1,1673.608,300.0,always-takers
15600.0,1,1189.9740000000002,300.0000000000001,always-takers
11800.0,1,1845.253,700.0,complier
4000.0,1,-68.53199999999998,300.0,always-takers
2200.0,1,103.138,300.0,always-takers
4300.0,1,123.912,300.0,always-takers
8000.0,1,771.146,299.99999999999994,always-takers
4800.0,1,307.665,300.0,always-takers
3500.0,1,-76.90699999999998,300.0,always-takers
10500.0,1,302.045,300.0,always-takers
8800.0,1,628.153,300.0,always-takers
5500.0,1,1308.6970000000001,700.0000000000001,complier
9700.0,1,1279.1019999999999,699.9999999999999,complier
4500.0,1,422.34000000000003,300.0,always-takers
7400.0,1,1707.284,700.0000000000001,complier
4100.0,1,335.836,300.0,always-takers
9400.0,1,509.602,300.0,always-takers
10700.0,1,280.179,300.0,always-takers
8100.0,0,810.465,200.0,never-taker
8200.0,0,976.026,199.9999999999999,never-taker
4000.0,0,295.168,700.0,complier
16400.0,1,657.802,300.0,always-takers
3100.0,1,556.331,300.0,always-takers
4000.0,0,119.851,700.0,complier
