mkt_email,next_mnth_pv,age,tenure,ammount_spent,vehicle,food,beverage,art,baby,personal_care,toys,clothing,decor,cell_phones,construction,home_appliances,electronics,sports,tools,games,industry,pc,jewel,books,music_books_movies,health
1,1831.39,38.0,0.0,225.59,0,3,3,0,1,0,2,1,0,2,0,1,2,0,2,0,1,2,4,3,1,2
0,68.77,25.0,1.0,24.36,0,0,0,2,0,1,1,3,0,2,1,0,0,1,0,2,4,2,2,0,2,3
0,128.91,21.0,0.0,87.83,0,0,1,2,0,1,0,1,0,3,2,2,0,1,0,4,3,1,2,1,0,0
1,1509.72,32.0,1.0,247.15,0,3,0,0,2,2,0,3,0,3,2,0,4,2,1,4,1,3,0,0,0,3
0,21.96,45.0,2.0,62.48,0,0,0,0,1,1,0,4,0,4,2,2,1,1,0,3,1,1,0,0,0,0
0,90.44,28.0,0.0,50.43,0,1,0,0,2,2,1,1,3,3,2,2,2,0,0,0,2,2,0,4,1,1
0,5.84,75.0,0.0,189.41,0,0,1,1,0,0,2,3,3,2,3,1,2,0,1,2,3,2,0,1,0,1
0,118.84,44.0,0.0,38.15,1,3,1,1,1,0,0,0,2,1,0,0,1,1,3,0,1,1,0,0,4,3
1,1491.49,20.0,0.0,2.05,0,1,2,0,1,2,0,2,3,4,2,1,0,0,1,4,1,2,1,1,0,3
1,1051.72,25.0,0.0,30.01,0,3,2,0,0,0,2,1,2,4,0,1,0,0,3,1,0,2,1,1,0,1
0,137.33,23.0,0.0,351.82,1,0,1,0,2,2,2,3,0,1,0,2,2,2,1,2,3,2,0,1,1,2
1,1075.93,42.0,0.0,59.8,0,1,1,1,0,2,0,2,1,2,2,0,2,0,1,3,1,5,0,0,1,1
0,67.4,42.0,0.0,72.05,0,2,0,0,1,2,0,1,3,2,1,0,2,1,3,4,0,2,0,2,0,1
1,901.56,47.0,1.0,41.2,0,0,1,1,0,3,0,1,0,3,0,0,2,0,1,0,1,1,1,1,0,2
1,1512.42,30.0,0.0,335.09,0,1,1,0,3,0,2,3,0,1,4,0,1,1,0,0,0,3,0,0,0,1
1,1070.22,30.0,0.0,71.94,0,1,1,0,0,2,1,1,0,2,1,1,2,1,1,1,2,3,0,0,0,2
1,1321.84,41.0,0.0,46.32,0,0,1,2,0,2,0,1,2,1,0,2,2,0,3,3,2,1,1,1,1,3
1,1624.18,31.0,0.0,68.5,0,1,1,0,4,0,3,3,1,3,0,0,2,1,1,2,0,2,3,1,0,1
1,1147.77,31.0,0.0,4.17,0,2,0,2,1,0,2,2,0,1,1,0,2,1,1,1,0,3,1,2,1,2
1,1400.87,22.0,0.0,22.48,1,2,0,2,0,2,0,4,1,2,0,0,2,1,1,4,1,3,1,1,1,3
0,35.22,34.0,1.0,216.62,0,4,3,0,1,1,0,4,0,3,2,3,5,1,1,3,2,4,0,0,2,1
0,11.66,29.0,1.0,93.8,0,1,0,1,0,1,0,2,0,4,0,1,1,0,3,0,0,2,1,0,1,1
1,1654.99,33.0,1.0,35.98,0,2,0,0,2,1,0,2,3,5,0,0,4,1,0,2,2,1,0,1,1,5
0,52.37,31.0,0.0,83.43,0,2,1,0,1,1,1,3,0,1,2,2,3,1,1,1,3,0,1,1,1,3
0,1.32,22.0,0.0,96.89,0,1,1,1,0,3,0,3,0,4,0,0,3,2,2,1,1,4,0,0,1,2
0,121.44,29.0,1.0,59.34,0,1,1,0,0,0,0,2,0,0,2,3,4,0,0,2,2,3,2,0,2,3
0,33.56,22.0,0.0,3.26,0,2,3,3,1,0,3,1,2,1,4,3,4,1,1,0,0,0,2,1,1,3
1,1612.45,43.0,0.0,82.21,0,2,0,4,1,1,1,2,1,6,0,2,4,2,1,2,1,2,1,1,1,1
1,1245.08,23.0,0.0,94.14,0,0,1,2,0,2,0,1,2,4,0,1,1,2,1,2,0,3,1,0,1,2
0,87.55,25.0,0.0,70.45,0,1,1,3,2,1,2,1,2,1,1,1,1,2,0,0,0,2,1,1,1,1
1,1143.62,39.0,0.0,63.34,0,0,0,1,1,2,2,2,0,4,1,1,3,2,0,1,0,2,0,2,0,2
1,1777.46,37.0,1.0,107.98,0,0,1,2,1,0,3,3,0,5,0,0,4,1,2,2,1,4,0,1,1,2
1,1043.22,29.0,0.0,44.67,0,2,1,0,1,2,1,2,3,2,0,2,1,0,3,3,0,0,0,1,1,1
1,1116.87,23.0,1.0,1.82,0,1,3,0,0,0,1,2,0,2,0,0,2,1,1,2,1,2,1,0,2,1
0,17.48,39.0,0.0,76.96,0,2,0,1,0,0,2,2,0,3,0,1,2,1,1,3,0,2,3,2,1,1
1,1448.97,39.0,0.0,62.41,0,0,1,1,0,1,0,2,1,6,1,1,1,3,3,0,2,3,0,2,1,1
0,168.62,37.0,0.0,84.02,0,2,1,1,3,1,3,1,1,5,3,0,0,0,0,4,0,2,0,1,0,0
0,218.09,32.0,0.0,105.02,0,0,1,4,0,1,1,5,1,3,1,0,1,0,0,2,0,4,1,1,1,1
0,2.47,48.0,2.0,67.63,0,1,1,0,2,1,2,1,0,3,2,2,3,0,1,2,1,5,3,3,0,1
0,67.24,39.0,1.0,133.85,0,1,2,0,0,1,0,1,1,4,1,2,2,2,2,2,0,4,1,2,3,3
1,1628.27,32.0,1.0,158.65,0,0,1,1,1,0,1,3,1,0,2,1,2,2,1,0,1,3,1,2,1,3
1,1399.24,39.0,1.0,4.86,1,0,1,2,2,0,1,1,2,2,0,0,5,0,0,0,0,1,2,2,1,3
1,931.09,24.0,0.0,64.76,0,1,1,0,2,0,0,1,1,3,1,0,1,0,1,2,0,0,1,2,0,2
1,1514.38,24.0,0.0,22.11,0,0,2,1,1,0,1,2,0,6,0,1,3,1,0,0,0,2,1,1,3,2
0,4.22,30.0,0.0,7.13,0,0,0,1,0,0,0,0,0,4,0,1,2,1,1,2,2,2,1,2,2,1
1,1301.07,35.0,0.0,76.84,0,2,1,0,1,0,0,0,1,1,3,1,2,1,3,0,0,3,1,0,3,2
0,33.25,67.0,1.0,4.1,0,3,2,0,1,0,1,0,1,3,2,1,1,0,0,0,0,2,0,0,1,2
1,1558.86,69.0,2.0,98.75,0,1,0,1,0,1,1,4,1,2,1,1,1,1,0,3,2,0,2,0,4,3
1,1517.98,23.0,0.0,59.68,0,1,0,1,3,0,0,3,0,2,1,2,3,3,1,1,2,0,2,1,0,2
1,1662.66,35.0,2.0,29.03,0,0,0,2,0,2,1,5,2,3,0,0,1,1,1,2,1,1,0,1,1,4
1,1036.24,21.0,1.0,164.05,0,3,0,0,2,0,0,3,2,0,0,0,2,1,0,0,0,3,0,1,1,2
0,30.16,34.0,0.0,145.22,0,1,1,2,1,2,1,6,0,3,2,2,3,1,1,2,1,1,3,0,0,3
0,95.43,35.0,2.0,165.9,1,1,1,1,1,3,2,4,1,5,0,1,4,0,1,0,1,1,0,2,0,2
1,906.87,25.0,0.0,42.48,0,0,0,1,1,2,1,2,0,0,4,2,2,1,1,6,0,3,0,0,0,0
0,52.44,29.0,2.0,90.57,0,0,1,0,1,0,0,0,0,3,2,0,1,0,0,0,0,2,0,1,0,1
0,47.19,21.0,0.0,110.36,0,0,3,0,2,2,1,2,1,3,0,1,2,0,0,1,1,2,2,1,0,1
0,200.19,47.0,0.0,242.89,0,2,0,2,1,1,2,3,0,3,1,2,4,0,1,0,1,2,2,0,2,2
0,126.49,20.0,0.0,41.27,0,1,2,0,0,2,0,2,1,4,0,0,1,2,0,2,0,1,0,1,0,5
1,1172.17,43.0,0.0,103.77,0,1,1,1,0,1,1,1,0,3,1,0,4,2,1,4,0,2,0,0,0,4
1,1217.46,49.0,0.0,253.28,0,2,0,3,0,0,1,0,1,4,1,1,1,1,0,1,1,5,0,2,1,2
0,80.12,22.0,1.0,18.6,0,1,1,5,0,1,0,2,3,5,2,2,3,1,0,1,0,1,1,1,3,1
1,1520.52,71.0,0.0,241.87,0,0,1,0,2,3,3,2,1,3,1,1,2,2,0,3,0,1,1,1,0,4
1,1534.28,51.0,0.0,125.49,0,2,1,1,0,0,1,1,1,3,2,2,1,1,0,2,3,0,1,0,2,4
1,1390.98,34.0,0.0,19.86,0,3,1,1,2,0,0,3,2,3,1,2,3,0,1,2,0,0,1,0,0,3
1,1167.49,30.0,0.0,51.28,0,4,0,0,0,0,1,1,1,4,1,1,2,1,1,1,0,3,0,1,1,2
0,39.55,33.0,0.0,204.99,0,2,0,1,1,0,3,3,0,3,1,1,2,1,0,2,0,4,0,0,1,3
1,1371.98,40.0,1.0,130.56,0,3,0,0,2,1,0,2,0,3,0,0,1,1,5,1,1,1,3,1,1,2
1,1685.63,35.0,1.0,86.7,0,1,1,1,1,2,0,1,0,6,0,1,2,1,1,2,1,3,4,0,1,1
0,116.97,39.0,0.0,6.52,0,2,3,0,0,0,0,2,2,4,3,3,0,2,1,2,3,4,1,3,1,3
0,512.04,27.0,2.0,182.89,0,0,0,2,0,1,2,4,1,4,1,0,4,0,0,4,1,3,1,2,0,1
0,141.29,74.0,1.0,37.7,0,2,0,0,3,2,0,1,1,7,0,0,1,0,0,2,3,3,0,2,6,3
0,14.55,54.0,0.0,121.4,0,0,3,2,1,2,1,3,1,2,2,0,3,2,1,1,0,3,2,1,0,4
1,1618.83,39.0,0.0,163.67,0,1,2,2,1,2,2,3,2,2,1,1,5,0,1,3,2,1,0,4,0,2
1,1911.82,24.0,1.0,100.14,0,1,0,0,2,3,2,1,2,5,2,0,1,1,1,5,0,0,2,3,0,2
0,42.24,28.0,1.0,1.9,1,2,0,2,1,0,1,2,1,7,0,2,0,0,5,3,0,4,1,0,1,4
0,127.76,35.0,0.0,108.27,0,2,1,0,0,1,1,4,1,4,1,0,3,0,0,2,2,4,0,0,1,3
1,1780.67,50.0,0.0,243.63,0,3,1,1,0,2,2,4,5,3,1,2,1,1,0,2,1,4,2,0,2,1
1,1231.06,30.0,0.0,68.58,0,0,1,0,1,2,1,4,0,3,2,0,1,0,0,1,0,4,0,0,0,2
0,26.04,43.0,0.0,58.53,0,1,0,3,1,1,2,3,1,2,1,0,1,1,1,2,1,0,1,0,2,1
0,313.2,39.0,0.0,209.43,0,4,1,1,1,1,0,2,1,1,1,1,2,1,2,3,1,3,2,1,0,2
1,1393.58,36.0,1.0,13.51,0,0,1,1,2,0,1,2,0,2,1,1,5,0,0,1,0,2,0,0,0,6
1,945.62,39.0,0.0,34.75,0,1,0,0,1,4,0,0,0,2,0,0,1,0,0,0,1,1,2,1,0,3
1,1372.14,23.0,0.0,56.35,0,0,1,2,1,1,1,0,1,3,0,1,1,1,1,0,1,3,1,1,3,2
0,41.3,29.0,0.0,72.05,0,2,2,0,1,0,0,3,0,4,2,0,1,2,1,2,3,3,1,2,0,5
1,1323.74,33.0,0.0,0.19,0,1,1,0,1,1,0,2,1,4,2,2,4,3,3,2,0,1,0,3,1,1
1,911.28,26.0,0.0,80.54,0,0,0,2,0,2,1,1,0,0,1,1,1,1,0,5,1,1,0,1,1,2
0,195.01,47.0,1.0,93.97,0,1,0,0,2,2,0,0,1,4,1,0,2,0,0,0,3,5,0,2,1,5
1,1213.73,29.0,0.0,38.14,1,0,0,0,0,1,2,2,0,4,0,0,3,0,2,6,1,2,0,0,1,3
0,193.1,28.0,1.0,383.63,0,2,1,0,0,0,2,1,3,5,1,1,1,2,2,2,0,1,0,0,2,1
1,930.57,32.0,0.0,150.99,0,0,2,0,0,1,1,1,0,1,1,0,1,0,2,2,0,4,1,0,0,2
1,1710.71,30.0,1.0,91.83,0,0,3,2,0,3,1,1,1,3,1,1,2,0,1,3,1,2,3,1,3,1
1,1873.33,32.0,0.0,188.17,0,2,2,1,2,1,0,2,0,3,0,2,1,1,1,1,2,2,2,0,2,6
1,2418.95,42.0,0.0,375.34,0,1,1,4,1,3,0,3,0,3,0,1,2,1,2,2,1,0,1,2,0,5
0,34.76,67.0,0.0,80.17,0,0,0,2,1,1,1,1,0,4,1,0,3,0,1,3,1,2,1,3,1,2
0,222.66,46.0,1.0,49.19,0,1,0,1,3,0,1,0,0,2,3,1,2,0,0,3,0,4,2,1,0,4
0,0.45,38.0,0.0,8.63,1,2,3,1,0,0,0,0,1,4,2,1,1,0,1,3,2,2,2,0,0,1
1,1199.13,45.0,1.0,103.93,1,1,0,0,0,2,0,4,1,2,1,1,3,1,2,0,1,1,0,0,2,1
1,1204.54,30.0,0.0,326.57,0,1,0,1,0,1,1,3,1,4,0,0,4,0,0,6,1,4,0,2,0,1
1,1535.14,43.0,0.0,66.86,0,3,2,1,2,2,0,2,0,1,2,2,3,0,0,2,0,1,3,0,2,3
1,1907.46,22.0,1.0,162.21,0,0,3,1,3,0,1,1,1,4,0,0,5,0,0,1,1,1,2,0,0,0
0,1.97,50.0,1.0,14.28,0,0,2,2,4,0,0,0,0,0,0,2,3,1,1,2,0,2,0,0,1,0
0,40.93,33.0,0.0,9.64,0,0,0,3,0,0,0,2,3,2,0,2,0,2,3,2,1,1,0,0,1,2
0,289.31,35.0,1.0,204.8,0,2,1,1,0,4,2,1,1,3,0,0,1,1,2,3,2,3,3,1,1,2
1,1144.85,51.0,0.0,139.02,0,1,0,0,0,0,1,4,2,4,1,0,1,0,3,1,1,2,2,0,0,1
1,1471.19,52.0,0.0,204.53,0,5,2,0,3,1,0,1,1,3,0,2,3,0,0,2,1,4,1,0,1,2
1,1412.79,43.0,0.0,2.95,0,2,0,1,0,2,2,2,2,6,1,5,2,0,1,2,2,0,0,2,0,2
1,1851.5,55.0,0.0,105.24,0,2,1,0,1,3,1,1,0,4,1,1,2,0,0,4,5,3,0,0,2,4
0,76.83,62.0,1.0,122.51,0,1,0,0,0,0,2,3,1,4,2,0,1,0,0,2,0,0,1,1,1,2
0,154.65,29.0,1.0,322.54,1,2,0,1,1,0,1,4,1,0,1,0,1,2,2,0,0,2,2,0,1,4
0,18.12,37.0,1.0,1.09,0,1,2,1,0,0,4,2,2,4,0,2,0,1,0,1,2,3,0,1,0,3
1,1575.8,33.0,0.0,55.33,0,2,1,0,1,3,3,4,2,3,0,0,2,2,2,0,0,4,1,1,0,3
0,30.94,43.0,0.0,15.37,1,2,0,2,1,2,3,2,0,3,0,2,4,1,1,1,1,1,1,1,1,4
0,13.17,38.0,0.0,19.53,0,0,1,1,2,1,0,5,0,2,2,1,1,2,0,0,0,2,2,2,1,3
0,166.18,23.0,0.0,208.5,0,1,1,0,0,1,2,2,0,1,0,0,1,1,1,4,0,4,2,0,4,3
0,12.72,22.0,0.0,20.51,0,1,0,1,1,1,1,2,2,2,0,1,1,3,0,3,4,4,0,1,1,0
1,1145.86,22.0,0.0,2.58,0,1,0,2,1,1,2,2,1,5,0,0,2,0,1,5,1,2,0,0,0,1
0,22.95,23.0,1.0,195.22,0,1,1,0,0,0,1,2,1,7,1,0,0,1,0,4,3,1,1,4,1,4
1,1478.05,53.0,0.0,252.02,0,1,2,0,1,0,1,1,1,5,2,2,1,2,0,3,1,1,0,1,1,1
0,76.56,20.0,0.0,134.43,1,1,2,1,2,1,1,0,0,3,0,0,1,2,2,2,2,2,1,2,1,4
1,1203.48,57.0,1.0,13.76,0,2,1,0,3,0,0,0,2,2,0,1,3,1,1,3,0,3,1,0,2,1
1,1771.17,36.0,0.0,74.08,1,2,1,3,1,2,1,0,1,1,1,0,2,1,1,0,0,1,2,2,2,7
1,1339.09,30.0,0.0,51.34,0,4,1,0,1,3,1,4,1,3,2,2,1,1,1,2,1,1,0,1,2,0
1,1177.41,27.0,2.0,306.37,0,0,0,0,0,0,0,2,2,2,0,3,2,1,0,2,0,1,0,1,4,2
0,242.75,30.0,0.0,127.63,1,0,2,1,1,2,0,2,2,2,2,1,1,1,0,2,1,2,3,4,1,4
1,852.8,43.0,0.0,0.4,0,0,0,0,1,0,0,0,0,2,3,1,5,1,0,1,1,3,0,1,0,1
1,1414.96,23.0,1.0,92.22,0,1,1,0,2,0,0,0,1,1,3,4,1,1,0,3,2,1,1,1,3,2
0,91.42,25.0,1.0,16.47,0,2,0,2,2,1,0,4,0,5,2,1,1,0,2,1,2,3,1,0,0,0
0,34.39,56.0,0.0,57.04,0,1,0,3,2,1,0,3,1,5,0,1,3,1,0,3,0,0,0,1,1,3
0,72.42,45.0,1.0,72.52,0,2,0,0,2,2,2,1,1,4,1,0,1,2,0,3,3,3,0,1,0,0
0,126.14,34.0,2.0,7.42,0,1,1,2,1,2,1,4,1,3,0,2,0,1,0,0,1,4,1,2,1,2
0,97.86,33.0,0.0,58.32,0,0,0,2,2,0,1,1,3,2,0,0,4,0,1,2,1,2,0,0,1,0
1,1191.13,34.0,0.0,208.01,0,0,3,0,1,0,1,1,2,1,1,0,0,2,2,0,1,0,1,0,1,2
0,1.78,45.0,0.0,304.02,0,3,2,0,0,0,3,0,1,4,1,0,3,1,0,3,3,2,1,0,2,1
1,1441.15,32.0,1.0,69.22,0,0,0,0,0,0,2,0,0,3,0,0,3,4,0,1,2,0,3,1,1,3
1,1716.36,23.0,0.0,86.88,0,3,0,3,3,1,1,3,1,4,2,1,3,0,2,4,1,0,0,1,1,3
0,76.23,23.0,0.0,37.23,0,2,0,0,1,2,1,1,1,3,0,2,1,2,0,1,1,2,1,1,2,5
0,25.34,31.0,0.0,101.45,0,0,2,2,0,1,4,0,0,1,1,0,0,0,1,1,0,2,0,1,0,0
0,38.18,74.0,0.0,20.32,0,2,0,3,0,2,2,1,1,3,2,0,1,0,0,2,0,3,1,1,0,1
0,186.37,43.0,0.0,196.52,0,0,0,1,0,0,1,1,2,2,1,1,3,2,2,3,2,2,1,2,3,2
1,1008.35,34.0,0.0,107.3,0,0,1,2,2,0,1,0,1,0,0,0,1,1,1,4,0,3,1,0,1,1
0,197.99,33.0,0.0,142.21,0,0,1,0,1,0,1,2,0,3,0,1,2,2,0,2,1,4,0,3,0,2
0,219.27,55.0,1.0,48.01,0,0,0,1,1,0,1,1,1,1,3,1,5,0,0,0,1,1,1,1,1,0
1,1232.4,24.0,0.0,154.09,0,2,0,1,0,1,2,3,1,2,2,0,2,0,1,0,1,4,0,1,0,2
0,130.34,43.0,0.0,244.14,0,1,0,1,1,2,0,2,0,3,2,1,4,1,3,2,1,1,3,1,0,2
1,27222.7,34.0,0.0,41313.65,0,1,0,2,1,0,1,4,0,5,1,2,0,1,2,1,2,1,2,1,1,1
0,100.68,46.0,0.0,386.1,0,0,0,1,0,1,0,3,0,7,4,0,2,2,0,2,1,5,1,1,0,0
1,1262.96,35.0,0.0,27.21,0,0,1,1,1,0,3,2,0,2,0,0,0,2,1,2,3,1,1,1,0,2
1,1067.64,29.0,0.0,283.47,0,1,2,0,0,1,2,1,0,1,1,1,3,0,0,2,0,1,1,1,1,1
1,1374.56,30.0,1.0,33.16,0,2,1,1,2,0,1,4,1,1,1,3,1,1,2,2,0,3,2,3,1,1
1,1236.79,40.0,0.0,113.07,0,1,1,2,0,2,0,0,0,2,3,2,2,0,3,1,1,3,1,0,1,1
1,1734.97,38.0,0.0,113.26,0,1,1,2,1,1,0,5,3,3,2,0,1,1,4,2,1,3,0,2,0,3
1,1357.38,42.0,0.0,122.8,0,2,1,1,1,1,3,2,0,4,1,0,2,0,0,3,0,2,2,0,0,3
0,30.46,54.0,0.0,42.66,0,1,0,1,0,1,0,1,2,5,1,0,3,3,1,1,1,3,1,1,2,0
0,1.45,23.0,0.0,107.13,0,1,5,0,1,2,1,4,2,2,1,1,3,0,2,3,1,4,0,0,0,4
1,1240.97,26.0,0.0,33.07,0,1,1,1,1,1,1,1,0,3,1,1,0,0,0,1,1,3,1,0,4,1
1,1319.66,57.0,0.0,91.93,0,1,1,0,0,1,0,2,0,4,1,0,1,2,1,1,1,4,2,1,3,1
0,18.3,45.0,0.0,17.86,0,0,1,1,0,0,0,1,1,2,0,1,2,1,2,2,1,4,0,0,2,1
1,1559.87,42.0,0.0,4.41,0,0,1,3,1,2,0,6,2,4,2,1,3,1,0,5,0,0,0,0,1,2
0,167.3,31.0,1.0,43.35,0,1,0,0,1,0,0,3,0,2,0,1,2,0,3,1,2,1,0,0,1,3
0,426.24,43.0,1.0,222.3,0,0,1,1,1,0,0,0,0,1,2,0,2,4,0,1,0,2,1,0,2,3
1,1528.47,28.0,0.0,59.08,0,2,1,2,2,1,1,1,3,2,1,1,2,0,2,1,1,4,1,1,2,0
0,126.84,47.0,0.0,182.39,0,1,0,0,0,2,0,2,1,2,0,0,2,0,1,1,0,1,2,1,1,6
0,43.76,43.0,0.0,4.07,0,1,1,3,1,0,0,1,1,2,1,1,3,1,0,1,1,1,0,0,0,3
1,1419.01,36.0,0.0,30.37,0,0,1,0,0,2,2,2,1,2,0,2,0,1,4,3,2,2,2,0,2,2
0,118.95,38.0,0.0,148.46,1,1,1,0,1,1,1,1,1,2,1,0,3,1,1,0,3,2,2,0,0,2
0,141.02,25.0,0.0,35.27,1,1,0,0,1,2,2,1,0,0,1,1,4,0,0,3,0,2,0,2,1,1
0,1.42,28.0,1.0,26.62,0,1,0,2,0,2,0,1,1,5,0,0,1,0,0,5,1,1,1,0,1,2
1,818.21,26.0,0.0,37.81,0,0,2,0,0,2,0,2,0,0,0,0,2,0,3,1,1,3,0,2,1,1
1,1046.53,42.0,1.0,58.09,0,0,1,1,0,1,0,2,0,1,0,0,3,0,1,3,2,2,1,1,2,2
1,1829.71,36.0,0.0,26.79,0,5,6,1,0,0,1,1,0,3,1,0,1,2,0,1,0,6,1,2,4,1
0,22.11,21.0,0.0,55.19,0,1,1,1,0,2,0,1,2,3,0,1,1,1,0,3,0,3,0,1,0,1
1,1320.23,47.0,0.0,5.26,0,1,1,0,1,0,3,4,1,0,1,1,1,1,4,3,3,1,2,0,0,0
1,1756.53,28.0,1.0,32.85,0,0,1,1,0,1,1,2,2,5,1,0,1,2,2,0,2,2,3,1,1,3
1,1208.84,28.0,0.0,43.81,0,0,1,1,0,0,1,1,2,2,0,0,3,0,0,2,1,6,0,0,0,3
0,311.99,54.0,1.0,119.06,0,1,0,1,3,2,0,3,0,2,2,1,3,0,1,5,0,3,2,0,1,0
1,1360.95,30.0,1.0,51.16,0,3,1,1,0,2,3,0,0,1,1,0,3,3,0,3,2,5,0,1,2,1
0,82.65,36.0,0.0,241.82,0,0,1,1,1,2,3,2,1,5,0,2,2,3,0,1,3,6,1,2,0,5
1,1798.42,47.0,0.0,81.04,0,0,1,2,0,2,0,2,1,1,1,1,1,1,1,1,1,5,1,2,2,4
1,1956.55,49.0,1.0,180.22,0,0,1,2,1,1,2,3,2,4,2,1,2,2,2,4,1,1,2,0,0,3
0,108.8,25.0,0.0,419.38,0,3,0,0,2,1,1,4,1,1,2,2,2,2,1,3,0,1,3,0,2,6
1,1836.99,44.0,1.0,10.2,1,0,2,2,2,0,1,4,3,2,1,3,1,0,1,0,2,3,1,0,1,3
1,1348.41,62.0,0.0,40.73,0,0,1,1,0,0,2,2,3,2,0,2,1,2,1,3,3,4,0,2,1,0
0,231.43,74.0,0.0,86.06,0,1,0,2,0,4,1,4,0,2,0,1,3,2,0,1,1,4,0,1,0,2
1,1813.21,39.0,1.0,42.25,0,2,1,2,1,2,2,4,0,5,1,0,1,0,2,1,3,2,3,0,1,2
0,72.3,23.0,0.0,3.27,0,0,1,0,0,0,1,3,1,4,0,0,0,1,0,2,0,2,1,0,1,0
1,1054.19,45.0,0.0,1.39,0,2,1,1,0,1,1,3,1,1,0,0,1,1,0,3,1,4,1,1,1,1
0,487.11,42.0,3.0,23.31,0,1,1,0,2,1,1,1,1,4,1,1,1,0,2,2,3,0,0,1,2,2
1,1311.97,38.0,0.0,153.9,0,1,1,1,0,0,0,4,0,3,2,2,3,2,1,2,1,1,1,0,1,2
1,1186.21,30.0,0.0,132.22,0,0,1,0,2,3,0,4,0,1,0,2,3,0,2,3,1,0,0,0,1,2
0,73.31,32.0,0.0,212.86,0,0,1,0,3,1,1,0,2,2,1,1,4,1,1,2,2,1,0,2,1,2
0,189.71,33.0,0.0,118.13,0,0,0,1,1,2,1,5,2,3,1,0,2,0,1,0,1,3,0,2,1,4
0,59.42,28.0,0.0,103.77,0,0,1,0,1,1,0,1,1,2,1,1,5,1,2,0,1,4,1,0,2,5
1,1042.14,48.0,0.0,297.73,0,0,1,0,0,2,0,5,0,2,2,0,1,0,1,1,2,0,0,0,1,0
1,1251.91,52.0,1.0,138.32,1,2,0,1,1,0,1,2,4,2,1,1,3,1,1,1,0,4,0,1,1,0
1,1534.88,45.0,0.0,23.65,0,1,1,2,1,0,0,3,1,4,2,1,2,3,1,4,1,2,2,1,1,1
1,1182.17,26.0,0.0,605.73,1,0,0,1,0,1,1,1,0,1,0,0,1,1,0,0,0,3,1,0,1,5
0,6920.62,26.0,0.0,30216.11,0,1,1,0,1,0,0,1,2,6,0,0,1,2,2,3,0,1,2,0,0,2
1,1742.6,20.0,0.0,252.86,1,2,1,3,1,2,1,2,0,5,0,0,2,2,0,3,0,4,2,2,1,3
0,22.13,54.0,0.0,40.9,0,1,1,1,3,0,1,2,0,5,0,1,4,1,1,4,3,3,3,1,1,1
1,1637.85,37.0,0.0,55.79,1,1,1,3,2,0,2,3,1,1,2,2,3,1,0,2,0,0,1,1,3,2
0,66.19,23.0,1.0,20.6,0,1,0,1,1,1,2,1,2,2,1,0,5,1,1,1,1,1,1,1,0,1
0,253.96,38.0,1.0,71.88,1,0,1,3,0,0,1,2,2,3,2,1,2,0,0,0,1,1,1,3,0,1
1,800.83,58.0,2.0,158.74,0,1,0,0,2,1,0,2,0,2,1,2,0,2,0,2,1,1,0,0,2,0
0,44.14,41.0,0.0,10.85,0,0,1,1,1,1,1,3,1,3,4,3,2,1,1,0,2,3,4,1,0,4
1,1444.29,24.0,1.0,72.14,0,1,1,1,0,0,0,1,1,1,1,3,3,0,1,2,2,1,1,0,3,4
0,108.17,32.0,0.0,227.58,0,2,1,2,2,1,1,2,3,0,1,3,0,2,1,0,3,3,2,1,0,0
1,2046.06,35.0,0.0,307.59,0,0,1,2,0,0,1,2,3,2,0,0,1,3,6,6,3,1,2,2,0,5
0,67.29,32.0,0.0,5.38,0,1,0,1,1,3,1,3,1,3,0,0,2,0,1,5,2,1,0,1,3,0
1,1077.85,43.0,0.0,60.95,0,0,1,0,1,1,0,2,2,2,0,0,1,1,2,0,0,2,0,1,1,3
1,1366.27,24.0,1.0,160.48,0,0,4,1,0,3,0,1,1,4,1,3,5,0,0,4,0,1,1,3,1,1
1,1267.12,40.0,1.0,48.75,0,0,1,0,2,4,0,2,0,4,2,1,2,0,0,2,0,3,0,0,1,1
0,29.38,33.0,0.0,135.54,0,0,2,1,0,2,1,1,0,5,1,0,4,3,1,3,1,1,2,0,1,3
0,20.49,20.0,1.0,66.08,0,2,1,0,1,3,2,2,2,2,1,1,0,1,2,2,1,3,2,0,2,2
1,1537.44,46.0,0.0,14.08,0,0,1,1,0,2,1,3,0,6,1,0,0,2,2,4,1,4,3,2,1,0
0,72.93,35.0,1.0,59.33,0,0,0,1,3,0,1,0,1,5,0,0,0,2,0,0,0,2,0,0,0,2
0,108.28,32.0,1.0,33.16,0,3,0,1,0,3,0,3,0,3,0,2,1,3,0,0,0,1,1,2,2,3
1,1576.3,19.0,1.0,164.69,0,1,0,1,1,0,0,3,1,4,1,1,2,1,2,2,1,1,1,1,1,2
1,1534.61,31.0,0.0,81.37,0,1,2,5,1,0,0,3,0,2,1,1,0,0,0,7,2,2,0,1,0,4
0,2.05,34.0,0.0,9.44,0,2,1,2,2,0,1,0,1,3,3,2,6,1,2,2,1,0,1,2,1,2
1,1336.3,36.0,0.0,300.49,0,1,2,1,1,2,1,3,0,2,0,2,5,2,0,1,1,2,0,1,2,0
0,247.96,59.0,1.0,11.13,0,2,2,0,1,0,2,1,2,1,1,0,2,1,0,2,5,3,3,1,1,2
0,76.01,31.0,0.0,3.36,0,1,2,1,0,0,2,1,1,3,0,4,4,1,1,1,0,2,2,0,1,1
