date,city,region,cohort,treated,tau,downloads,post
2021-07-09,182,W,2021-06-20,1,2.5708400478447686,43.0,1
2021-07-10,182,W,2021-06-20,1,2.5708400478447686,44.0,1
2021-07-11,182,W,2021-06-20,1,2.5708400478447686,43.0,1
2021-07-12,182,W,2021-06-20,1,2.5708400478447686,44.0,1
2021-07-13,182,W,2021-06-20,1,2.5708400478447686,45.0,1
2021-07-14,182,W,2021-06-20,1,2.5708400478447686,45.0,1
2021-07-15,182,W,2021-06-20,1,2.5708400478447686,46.0,1
2021-07-16,182,W,2021-06-20,1,2.5708400478447686,44.0,1
2021-07-17,182,W,2021-06-20,1,2.5708400478447686,44.0,1
2021-07-18,182,W,2021-06-20,1,2.5708400478447686,45.0,1
2021-07-19,182,W,2021-06-20,1,2.5708400478447686,46.0,1
2021-07-20,182,W,2021-06-20,1,2.5708400478447686,45.0,1
2021-07-21,182,W,2021-06-20,1,2.5708400478447686,46.0,1
2021-07-22,182,W,2021-06-20,1,2.5708400478447686,46.0,1
2021-07-23,182,W,2021-06-20,1,2.5708400478447686,48.0,1
2021-07-24,182,W,2021-06-20,1,2.5708400478447686,45.0,1
2021-07-25,182,W,2021-06-20,1,2.5708400478447686,45.0,1
2021-07-26,182,W,2021-06-20,1,2.5708400478447686,47.0,1
2021-07-27,182,W,2021-06-20,1,2.5708400478447686,50.0,1
2021-07-28,182,W,2021-06-20,1,2.5708400478447686,47.0,1
2021-07-29,182,W,2021-06-20,1,2.5708400478447686,47.0,1
2021-07-30,182,W,2021-06-20,1,2.5708400478447686,47.0,1
2021-07-31,182,W,2021-06-20,1,2.5708400478447686,47.0,1
2021-05-01,183,S,2021-06-20,1,0.0,52.0,0
2021-05-02,183,S,2021-06-20,1,0.0,51.0,0
2021-05-03,183,S,2021-06-20,1,0.0,50.0,0
2021-05-04,183,S,2021-06-20,1,0.0,49.0,0
2021-05-05,183,S,2021-06-20,1,0.0,50.0,0
2021-05-06,183,S,2021-06-20,1,0.0,51.0,0
2021-05-07,183,S,2021-06-20,1,0.0,50.0,0
2021-05-08,183,S,2021-06-20,1,0.0,50.0,0
2021-05-09,183,S,2021-06-20,1,0.0,52.0,0
2021-05-10,183,S,2021-06-20,1,0.0,53.0,0
2021-05-11,183,S,2021-06-20,1,0.0,51.0,0
2021-05-12,183,S,2021-06-20,1,0.0,48.0,0
2021-05-13,183,S,2021-06-20,1,0.0,50.0,0
2021-05-14,183,S,2021-06-20,1,0.0,50.0,0
2021-05-15,183,S,2021-06-20,1,0.0,50.0,0
2021-05-16,183,S,2021-06-20,1,0.0,52.0,0
2021-05-17,183,S,2021-06-20,1,0.0,52.0,0
2021-05-18,183,S,2021-06-20,1,0.0,50.0,0
2021-05-19,183,S,2021-06-20,1,0.0,50.0,0
2021-05-20,183,S,2021-06-20,1,0.0,51.0,0
2021-05-21,183,S,2021-06-20,1,0.0,50.0,0
2021-05-22,183,S,2021-06-20,1,0.0,49.0,0
2021-05-23,183,S,2021-06-20,1,0.0,52.0,0
2021-05-24,183,S,2021-06-20,1,0.0,51.0,0
2021-05-25,183,S,2021-06-20,1,0.0,51.0,0
2021-05-26,183,S,2021-06-20,1,0.0,51.0,0
2021-05-27,183,S,2021-06-20,1,0.0,51.0,0
2021-05-28,183,S,2021-06-20,1,0.0,49.0,0
2021-05-29,183,S,2021-06-20,1,0.0,51.0,0
2021-05-30,183,S,2021-06-20,1,0.0,50.0,0
2021-05-31,183,S,2021-06-20,1,0.0,51.0,0
2021-06-01,183,S,2021-06-20,1,0.0,51.0,0
2021-06-02,183,S,2021-06-20,1,0.0,50.0,0
2021-06-03,183,S,2021-06-20,1,0.0,50.0,0
2021-06-04,183,S,2021-06-20,1,0.0,49.0,0
2021-06-05,183,S,2021-06-20,1,0.0,50.0,0
2021-06-06,183,S,2021-06-20,1,0.0,50.0,0
2021-06-07,183,S,2021-06-20,1,0.0,50.0,0
2021-06-08,183,S,2021-06-20,1,0.0,50.0,0
2021-06-09,183,S,2021-06-20,1,0.0,52.0,0
2021-06-10,183,S,2021-06-20,1,0.0,51.0,0
2021-06-11,183,S,2021-06-20,1,0.0,51.0,0
2021-06-12,183,S,2021-06-20,1,0.0,50.0,0
2021-06-13,183,S,2021-06-20,1,0.0,49.0,0
2021-06-14,183,S,2021-06-20,1,0.0,50.0,0
2021-06-15,183,S,2021-06-20,1,0.0,50.0,0
2021-06-16,183,S,2021-06-20,1,0.0,52.0,0
2021-06-17,183,S,2021-06-20,1,0.0,50.0,0
2021-06-18,183,S,2021-06-20,1,0.0,50.0,0
2021-06-19,183,S,2021-06-20,1,0.0,50.0,0
2021-06-20,183,S,2021-06-20,1,0.0,52.0,1
2021-06-21,183,S,2021-06-20,1,0.2154408798949916,51.0,1
2021-06-22,183,S,2021-06-20,1,0.4308817597899761,50.0,1
2021-06-23,183,S,2021-06-20,1,0.6463226396849677,52.0,1
2021-06-24,183,S,2021-06-20,1,0.8617635195799593,52.0,1
2021-06-25,183,S,2021-06-20,1,1.0772043994749438,52.0,1
2021-06-26,183,S,2021-06-20,1,1.0772043994749438,52.0,1
2021-06-27,183,S,2021-06-20,1,1.0772043994749438,51.0,1
2021-06-28,183,S,2021-06-20,1,1.0772043994749438,51.0,1
2021-06-29,183,S,2021-06-20,1,1.0772043994749438,51.0,1
2021-06-30,183,S,2021-06-20,1,1.0772043994749438,51.0,1
2021-07-01,183,S,2021-06-20,1,1.0772043994749438,52.0,1
2021-07-02,183,S,2021-06-20,1,1.0772043994749438,52.0,1
2021-07-03,183,S,2021-06-20,1,1.0772043994749438,50.0,1
2021-07-04,183,S,2021-06-20,1,1.0772043994749438,50.0,1
2021-07-05,183,S,2021-06-20,1,1.0772043994749438,53.0,1
2021-07-06,183,S,2021-06-20,1,1.0772043994749438,53.0,1
2021-07-07,183,S,2021-06-20,1,1.0772043994749438,52.0,1
2021-07-08,183,S,2021-06-20,1,1.0772043994749438,52.0,1
2021-07-09,183,S,2021-06-20,1,1.0772043994749438,51.0,1
2021-07-10,183,S,2021-06-20,1,1.0772043994749438,50.0,1
2021-07-11,183,S,2021-06-20,1,1.0772043994749438,52.0,1
2021-07-12,183,S,2021-06-20,1,1.0772043994749438,52.0,1
2021-07-13,183,S,2021-06-20,1,1.0772043994749438,50.0,1
2021-07-14,183,S,2021-06-20,1,1.0772043994749438,50.0,1
2021-07-15,183,S,2021-06-20,1,1.0772043994749438,52.0,1
2021-07-16,183,S,2021-06-20,1,1.0772043994749438,50.0,1
2021-07-17,183,S,2021-06-20,1,1.0772043994749438,53.0,1
2021-07-18,183,S,2021-06-20,1,1.0772043994749438,51.0,1
2021-07-19,183,S,2021-06-20,1,1.0772043994749438,53.0,1
2021-07-20,183,S,2021-06-20,1,1.0772043994749438,51.0,1
2021-07-21,183,S,2021-06-20,1,1.0772043994749438,50.0,1
2021-07-22,183,S,2021-06-20,1,1.0772043994749438,51.0,1
2021-07-23,183,S,2021-06-20,1,1.0772043994749438,52.0,1
2021-07-24,183,S,2021-06-20,1,1.0772043994749438,51.0,1
2021-07-25,183,S,2021-06-20,1,1.0772043994749438,51.0,1
2021-07-26,183,S,2021-06-20,1,1.0772043994749438,52.0,1
2021-07-27,183,S,2021-06-20,1,1.0772043994749438,53.0,1
2021-07-28,183,S,2021-06-20,1,1.0772043994749438,52.0,1
2021-07-29,183,S,2021-06-20,1,1.0772043994749438,52.0,1
2021-07-30,183,S,2021-06-20,1,1.0772043994749438,50.0,1
2021-07-31,183,S,2021-06-20,1,1.0772043994749438,52.0,1
2021-05-01,184,W,2021-06-04,1,0.0,24.0,0
2021-05-02,184,W,2021-06-04,1,0.0,25.0,0
2021-05-03,184,W,2021-06-04,1,0.0,25.0,0
2021-05-04,184,W,2021-06-04,1,0.0,26.0,0
2021-05-05,184,W,2021-06-04,1,0.0,26.0,0
2021-05-06,184,W,2021-06-04,1,0.0,26.0,0
2021-05-07,184,W,2021-06-04,1,0.0,25.0,0
2021-05-08,184,W,2021-06-04,1,0.0,24.0,0
2021-05-09,184,W,2021-06-04,1,0.0,26.0,0
2021-05-10,184,W,2021-06-04,1,0.0,27.0,0
2021-05-11,184,W,2021-06-04,1,0.0,26.0,0
2021-05-12,184,W,2021-06-04,1,0.0,25.0,0
2021-05-13,184,W,2021-06-04,1,0.0,26.0,0
2021-05-14,184,W,2021-06-04,1,0.0,26.0,0
2021-05-15,184,W,2021-06-04,1,0.0,27.0,0
2021-05-16,184,W,2021-06-04,1,0.0,28.0,0
2021-05-17,184,W,2021-06-04,1,0.0,29.0,0
2021-05-18,184,W,2021-06-04,1,0.0,29.0,0
2021-05-19,184,W,2021-06-04,1,0.0,27.0,0
2021-05-20,184,W,2021-06-04,1,0.0,27.0,0
2021-05-21,184,W,2021-06-04,1,0.0,28.0,0
2021-05-22,184,W,2021-06-04,1,0.0,29.0,0
2021-05-23,184,W,2021-06-04,1,0.0,29.0,0
2021-05-24,184,W,2021-06-04,1,0.0,28.0,0
2021-05-25,184,W,2021-06-04,1,0.0,29.0,0
2021-05-26,184,W,2021-06-04,1,0.0,30.0,0
2021-05-27,184,W,2021-06-04,1,0.0,30.0,0
2021-05-28,184,W,2021-06-04,1,0.0,29.0,0
2021-05-29,184,W,2021-06-04,1,0.0,30.0,0
2021-05-30,184,W,2021-06-04,1,0.0,31.0,0
2021-05-31,184,W,2021-06-04,1,0.0,31.0,0
2021-06-01,184,W,2021-06-04,1,0.0,32.0,0
2021-06-02,184,W,2021-06-04,1,0.0,31.0,0
2021-06-03,184,W,2021-06-04,1,0.0,32.0,0
2021-06-04,184,W,2021-06-04,1,0.0,31.0,1
2021-06-05,184,W,2021-06-04,1,1.0011952635607884,32.0,1
2021-06-06,184,W,2021-06-04,1,2.0023905271215767,34.0,1
2021-06-07,184,W,2021-06-04,1,3.003585790682365,34.0,1
2021-06-08,184,W,2021-06-04,1,4.0047810542431534,36.0,1
2021-06-09,184,W,2021-06-04,1,5.005976317803942,38.0,1
2021-06-10,184,W,2021-06-04,1,5.005976317803942,38.0,1
2021-06-11,184,W,2021-06-04,1,5.005976317803942,38.0,1
2021-06-12,184,W,2021-06-04,1,5.005976317803942,38.0,1
2021-06-13,184,W,2021-06-04,1,5.005976317803942,38.0,1
2021-06-14,184,W,2021-06-04,1,5.005976317803942,39.0,1
2021-06-15,184,W,2021-06-04,1,5.005976317803942,38.0,1
2021-06-16,184,W,2021-06-04,1,5.005976317803942,38.0,1
2021-06-17,184,W,2021-06-04,1,5.005976317803942,38.0,1
2021-06-18,184,W,2021-06-04,1,5.005976317803942,39.0,1
2021-06-19,184,W,2021-06-04,1,5.005976317803942,40.0,1
2021-06-20,184,W,2021-06-04,1,5.005976317803942,40.0,1
2021-06-21,184,W,2021-06-04,1,5.005976317803942,40.0,1
2021-06-22,184,W,2021-06-04,1,5.005976317803942,41.0,1
2021-06-23,184,W,2021-06-04,1,5.005976317803942,40.0,1
2021-06-24,184,W,2021-06-04,1,5.005976317803942,40.0,1
2021-06-25,184,W,2021-06-04,1,5.005976317803942,40.0,1
2021-06-26,184,W,2021-06-04,1,5.005976317803942,40.0,1
2021-06-27,184,W,2021-06-04,1,5.005976317803942,41.0,1
2021-06-28,184,W,2021-06-04,1,5.005976317803942,42.0,1
2021-06-29,184,W,2021-06-04,1,5.005976317803942,42.0,1
2021-06-30,184,W,2021-06-04,1,5.005976317803942,41.0,1
2021-07-01,184,W,2021-06-04,1,5.005976317803942,42.0,1
2021-07-02,184,W,2021-06-04,1,5.005976317803942,41.0,1
2021-07-03,184,W,2021-06-04,1,5.005976317803942,40.0,1
2021-07-04,184,W,2021-06-04,1,5.005976317803942,42.0,1
2021-07-05,184,W,2021-06-04,1,5.005976317803942,43.0,1
2021-07-06,184,W,2021-06-04,1,5.005976317803942,43.0,1
2021-07-07,184,W,2021-06-04,1,5.005976317803942,44.0,1
2021-07-08,184,W,2021-06-04,1,5.005976317803942,42.0,1
2021-07-09,184,W,2021-06-04,1,5.005976317803942,42.0,1
2021-07-10,184,W,2021-06-04,1,5.005976317803942,42.0,1
2021-07-11,184,W,2021-06-04,1,5.005976317803942,43.0,1
2021-07-12,184,W,2021-06-04,1,5.005976317803942,43.0,1
2021-07-13,184,W,2021-06-04,1,5.005976317803942,46.0,1
2021-07-14,184,W,2021-06-04,1,5.005976317803942,44.0,1
2021-07-15,184,W,2021-06-04,1,5.005976317803942,44.0,1
2021-07-16,184,W,2021-06-04,1,5.005976317803942,43.0,1
2021-07-17,184,W,2021-06-04,1,5.005976317803942,44.0,1
2021-07-18,184,W,2021-06-04,1,5.005976317803942,45.0,1
2021-07-19,184,W,2021-06-04,1,5.005976317803942,44.0,1
2021-07-20,184,W,2021-06-04,1,5.005976317803942,45.0,1
2021-07-21,184,W,2021-06-04,1,5.005976317803942,44.0,1
2021-07-22,184,W,2021-06-04,1,5.005976317803942,46.0,1
2021-07-23,184,W,2021-06-04,1,5.005976317803942,46.0,1
2021-07-24,184,W,2021-06-04,1,5.005976317803942,46.0,1
2021-07-25,184,W,2021-06-04,1,5.005976317803942,45.0,1
2021-07-26,184,W,2021-06-04,1,5.005976317803942,47.0,1
2021-07-27,184,W,2021-06-04,1,5.005976317803942,48.0,1
2021-07-28,184,W,2021-06-04,1,5.005976317803942,46.0,1
2021-07-29,184,W,2021-06-04,1,5.005976317803942,47.0,1
2021-07-30,184,W,2021-06-04,1,5.005976317803942,47.0,1
2021-07-31,184,W,2021-06-04,1,5.005976317803942,47.0,1
2021-05-01,185,N,2021-06-04,1,0.0,42.0,0
2021-05-02,185,N,2021-06-04,1,0.0,43.0,0
2021-05-03,185,N,2021-06-04,1,0.0,44.0,0
2021-05-04,185,N,2021-06-04,1,0.0,44.0,0
2021-05-05,185,N,2021-06-04,1,0.0,44.0,0
2021-05-06,185,N,2021-06-04,1,0.0,45.0,0
2021-05-07,185,N,2021-06-04,1,0.0,43.0,0
2021-05-08,185,N,2021-06-04,1,0.0,45.0,0
2021-05-09,185,N,2021-06-04,1,0.0,43.0,0
2021-05-10,185,N,2021-06-04,1,0.0,45.0,0
2021-05-11,185,N,2021-06-04,1,0.0,45.0,0
2021-05-12,185,N,2021-06-04,1,0.0,44.0,0
2021-05-13,185,N,2021-06-04,1,0.0,43.0,0
2021-05-14,185,N,2021-06-04,1,0.0,43.0,0
2021-05-15,185,N,2021-06-04,1,0.0,45.0,0
2021-05-16,185,N,2021-06-04,1,0.0,44.0,0
2021-05-17,185,N,2021-06-04,1,0.0,45.0,0
2021-05-18,185,N,2021-06-04,1,0.0,46.0,0
2021-05-19,185,N,2021-06-04,1,0.0,45.0,0
2021-05-20,185,N,2021-06-04,1,0.0,46.0,0
2021-05-21,185,N,2021-06-04,1,0.0,45.0,0
2021-05-22,185,N,2021-06-04,1,0.0,45.0,0
2021-05-23,185,N,2021-06-04,1,0.0,45.0,0
2021-05-24,185,N,2021-06-04,1,0.0,47.0,0
2021-05-25,185,N,2021-06-04,1,0.0,48.0,0
2021-05-26,185,N,2021-06-04,1,0.0,45.0,0
2021-05-27,185,N,2021-06-04,1,0.0,47.0,0
2021-05-28,185,N,2021-06-04,1,0.0,46.0,0
2021-05-29,185,N,2021-06-04,1,0.0,46.0,0
2021-05-30,185,N,2021-06-04,1,0.0,46.0,0
2021-05-31,185,N,2021-06-04,1,0.0,47.0,0
2021-06-01,185,N,2021-06-04,1,0.0,48.0,0
2021-06-02,185,N,2021-06-04,1,0.0,48.0,0
2021-06-03,185,N,2021-06-04,1,0.0,47.0,0
2021-06-04,185,N,2021-06-04,1,0.0,48.0,1
2021-06-05,185,N,2021-06-04,1,0.14931699864836645,46.0,1
2021-06-06,185,N,2021-06-04,1,0.2986339972967329,46.0,1
2021-06-07,185,N,2021-06-04,1,0.44795099594509935,48.0,1
2021-06-08,185,N,2021-06-04,1,0.5972679945934729,47.0,1
2021-06-09,185,N,2021-06-04,1,0.7465849932418394,49.0,1
2021-06-10,185,N,2021-06-04,1,0.7465849932418394,48.0,1
2021-06-11,185,N,2021-06-04,1,0.7465849932418394,48.0,1
2021-06-12,185,N,2021-06-04,1,0.7465849932418394,48.0,1
2021-06-13,185,N,2021-06-04,1,0.7465849932418394,48.0,1
2021-06-14,185,N,2021-06-04,1,0.7465849932418394,48.0,1
2021-06-15,185,N,2021-06-04,1,0.7465849932418394,48.0,1
2021-06-16,185,N,2021-06-04,1,0.7465849932418394,48.0,1
2021-06-17,185,N,2021-06-04,1,0.7465849932418394,49.0,1
2021-06-18,185,N,2021-06-04,1,0.7465849932418394,50.0,1
2021-06-19,185,N,2021-06-04,1,0.7465849932418394,49.0,1
2021-06-20,185,N,2021-06-04,1,0.7465849932418394,49.0,1
2021-06-21,185,N,2021-06-04,1,0.7465849932418394,50.0,1
2021-06-22,185,N,2021-06-04,1,0.7465849932418394,50.0,1
2021-06-23,185,N,2021-06-04,1,0.7465849932418394,49.0,1
2021-06-24,185,N,2021-06-04,1,0.7465849932418394,50.0,1
2021-06-25,185,N,2021-06-04,1,0.7465849932418394,50.0,1
2021-06-26,185,N,2021-06-04,1,0.7465849932418394,49.0,1
2021-06-27,185,N,2021-06-04,1,0.7465849932418394,51.0,1
2021-06-28,185,N,2021-06-04,1,0.7465849932418394,51.0,1
2021-06-29,185,N,2021-06-04,1,0.7465849932418394,51.0,1
2021-06-30,185,N,2021-06-04,1,0.7465849932418394,49.0,1
2021-07-01,185,N,2021-06-04,1,0.7465849932418394,51.0,1
2021-07-02,185,N,2021-06-04,1,0.7465849932418394,49.0,1
2021-07-03,185,N,2021-06-04,1,0.7465849932418394,50.0,1
2021-07-04,185,N,2021-06-04,1,0.7465849932418394,51.0,1
2021-07-05,185,N,2021-06-04,1,0.7465849932418394,51.0,1
2021-07-06,185,N,2021-06-04,1,0.7465849932418394,52.0,1
2021-07-07,185,N,2021-06-04,1,0.7465849932418394,52.0,1
2021-07-08,185,N,2021-06-04,1,0.7465849932418394,51.0,1
2021-07-09,185,N,2021-06-04,1,0.7465849932418394,51.0,1
2021-07-10,185,N,2021-06-04,1,0.7465849932418394,48.0,1
2021-07-11,185,N,2021-06-04,1,0.7465849932418394,51.0,1
2021-07-12,185,N,2021-06-04,1,0.7465849932418394,52.0,1
2021-07-13,185,N,2021-06-04,1,0.7465849932418394,51.0,1
2021-07-14,185,N,2021-06-04,1,0.7465849932418394,54.0,1
2021-07-15,185,N,2021-06-04,1,0.7465849932418394,52.0,1
2021-07-16,185,N,2021-06-04,1,0.7465849932418394,53.0,1
2021-07-17,185,N,2021-06-04,1,0.7465849932418394,52.0,1
2021-07-18,185,N,2021-06-04,1,0.7465849932418394,52.0,1
2021-07-19,185,N,2021-06-04,1,0.7465849932418394,53.0,1
2021-07-20,185,N,2021-06-04,1,0.7465849932418394,54.0,1
2021-07-21,185,N,2021-06-04,1,0.7465849932418394,51.0,1
2021-07-22,185,N,2021-06-04,1,0.7465849932418394,53.0,1
2021-07-23,185,N,2021-06-04,1,0.7465849932418394,53.0,1
2021-07-24,185,N,2021-06-04,1,0.7465849932418394,53.0,1
2021-07-25,185,N,2021-06-04,1,0.7465849932418394,52.0,1
2021-07-26,185,N,2021-06-04,1,0.7465849932418394,55.0,1
2021-07-27,185,N,2021-06-04,1,0.7465849932418394,54.0,1
2021-07-28,185,N,2021-06-04,1,0.7465849932418394,52.0,1
2021-07-29,185,N,2021-06-04,1,0.7465849932418394,54.0,1
2021-07-30,185,N,2021-06-04,1,0.7465849932418394,53.0,1
2021-07-31,185,N,2021-06-04,1,0.7465849932418394,53.0,1
2021-05-01,186,S,2100-01-01,0,0.0,49.0,0
2021-05-02,186,S,2100-01-01,0,0.0,48.0,0
2021-05-03,186,S,2100-01-01,0,0.0,50.0,0
2021-05-04,186,S,2100-01-01,0,0.0,48.0,0
2021-05-05,186,S,2100-01-01,0,0.0,48.0,0
2021-05-06,186,S,2100-01-01,0,0.0,48.0,0
2021-05-07,186,S,2100-01-01,0,0.0,48.0,0
2021-05-08,186,S,2100-01-01,0,0.0,49.0,0
2021-05-09,186,S,2100-01-01,0,0.0,48.0,0
2021-05-10,186,S,2100-01-01,0,0.0,49.0,0
2021-05-11,186,S,2100-01-01,0,0.0,47.0,0
2021-05-12,186,S,2100-01-01,0,0.0,47.0,0
2021-05-13,186,S,2100-01-01,0,0.0,48.0,0
2021-05-14,186,S,2100-01-01,0,0.0,47.0,0
2021-05-15,186,S,2100-01-01,0,0.0,49.0,0
2021-05-16,186,S,2100-01-01,0,0.0,48.0,0
2021-05-17,186,S,2100-01-01,0,0.0,49.0,0
2021-05-18,186,S,2100-01-01,0,0.0,49.0,0
2021-05-19,186,S,2100-01-01,0,0.0,49.0,0
2021-05-20,186,S,2100-01-01,0,0.0,49.0,0
2021-05-21,186,S,2100-01-01,0,0.0,48.0,0
2021-05-22,186,S,2100-01-01,0,0.0,48.0,0
2021-05-23,186,S,2100-01-01,0,0.0,47.0,0
2021-05-24,186,S,2100-01-01,0,0.0,49.0,0
2021-05-25,186,S,2100-01-01,0,0.0,49.0,0
2021-05-26,186,S,2100-01-01,0,0.0,47.0,0
2021-05-27,186,S,2100-01-01,0,0.0,47.0,0
2021-05-28,186,S,2100-01-01,0,0.0,48.0,0
2021-05-29,186,S,2100-01-01,0,0.0,48.0,0
2021-05-30,186,S,2100-01-01,0,0.0,48.0,0
2021-05-31,186,S,2100-01-01,0,0.0,49.0,0
2021-06-01,186,S,2100-01-01,0,0.0,49.0,0
2021-06-02,186,S,2100-01-01,0,0.0,48.0,0
2021-06-03,186,S,2100-01-01,0,0.0,48.0,0
2021-06-04,186,S,2100-01-01,0,0.0,48.0,0
2021-06-05,186,S,2100-01-01,0,0.0,47.0,0
2021-06-06,186,S,2100-01-01,0,0.0,48.0,0
2021-06-07,186,S,2100-01-01,0,0.0,47.0,0
2021-06-08,186,S,2100-01-01,0,0.0,49.0,0
2021-06-09,186,S,2100-01-01,0,0.0,47.0,0
2021-06-10,186,S,2100-01-01,0,0.0,49.0,0
2021-06-11,186,S,2100-01-01,0,0.0,48.0,0
2021-06-12,186,S,2100-01-01,0,0.0,47.0,0
2021-06-13,186,S,2100-01-01,0,0.0,48.0,0
2021-06-14,186,S,2100-01-01,0,0.0,50.0,0
2021-06-15,186,S,2100-01-01,0,0.0,49.0,0
2021-06-16,186,S,2100-01-01,0,0.0,47.0,0
2021-06-17,186,S,2100-01-01,0,0.0,50.0,0
2021-06-18,186,S,2100-01-01,0,0.0,49.0,0
2021-06-19,186,S,2100-01-01,0,0.0,48.0,0
2021-06-20,186,S,2100-01-01,0,0.0,47.0,0
2021-06-21,186,S,2100-01-01,0,0.0,47.0,0
2021-06-22,186,S,2100-01-01,0,0.0,50.0,0
2021-06-23,186,S,2100-01-01,0,0.0,48.0,0
2021-06-24,186,S,2100-01-01,0,0.0,48.0,0
2021-06-25,186,S,2100-01-01,0,0.0,48.0,0
2021-06-26,186,S,2100-01-01,0,0.0,48.0,0
2021-06-27,186,S,2100-01-01,0,0.0,49.0,0
2021-06-28,186,S,2100-01-01,0,0.0,48.0,0
2021-06-29,186,S,2100-01-01,0,0.0,50.0,0
2021-06-30,186,S,2100-01-01,0,0.0,47.0,0
2021-07-01,186,S,2100-01-01,0,0.0,48.0,0
2021-07-02,186,S,2100-01-01,0,0.0,48.0,0
2021-07-03,186,S,2100-01-01,0,0.0,48.0,0
2021-07-04,186,S,2100-01-01,0,0.0,49.0,0
2021-07-05,186,S,2100-01-01,0,0.0,49.0,0
2021-07-06,186,S,2100-01-01,0,0.0,48.0,0
2021-07-07,186,S,2100-01-01,0,0.0,48.0,0
2021-07-08,186,S,2100-01-01,0,0.0,48.0,0
2021-07-09,186,S,2100-01-01,0,0.0,48.0,0
2021-07-10,186,S,2100-01-01,0,0.0,47.0,0
2021-07-11,186,S,2100-01-01,0,0.0,48.0,0
2021-07-12,186,S,2100-01-01,0,0.0,47.0,0
2021-07-13,186,S,2100-01-01,0,0.0,48.0,0
2021-07-14,186,S,2100-01-01,0,0.0,50.0,0
2021-07-15,186,S,2100-01-01,0,0.0,49.0,0
2021-07-16,186,S,2100-01-01,0,0.0,48.0,0
2021-07-17,186,S,2100-01-01,0,0.0,49.0,0
2021-07-18,186,S,2100-01-01,0,0.0,48.0,0
2021-07-19,186,S,2100-01-01,0,0.0,48.0,0
2021-07-20,186,S,2100-01-01,0,0.0,49.0,0
2021-07-21,186,S,2100-01-01,0,0.0,49.0,0
2021-07-22,186,S,2100-01-01,0,0.0,48.0,0
2021-07-23,186,S,2100-01-01,0,0.0,47.0,0
2021-07-24,186,S,2100-01-01,0,0.0,48.0,0
2021-07-25,186,S,2100-01-01,0,0.0,48.0,0
2021-07-26,186,S,2100-01-01,0,0.0,50.0,0
2021-07-27,186,S,2100-01-01,0,0.0,49.0,0
2021-07-28,186,S,2100-01-01,0,0.0,47.0,0
2021-07-29,186,S,2100-01-01,0,0.0,48.0,0
2021-07-30,186,S,2100-01-01,0,0.0,48.0,0
2021-07-31,186,S,2100-01-01,0,0.0,47.0,0
2021-05-01,187,S,2100-01-01,0,0.0,50.0,0
2021-05-02,187,S,2100-01-01,0,0.0,52.0,0
2021-05-03,187,S,2100-01-01,0,0.0,51.0,0
2021-05-04,187,S,2100-01-01,0,0.0,50.0,0
2021-05-05,187,S,2100-01-01,0,0.0,50.0,0
2021-05-06,187,S,2100-01-01,0,0.0,51.0,0
2021-05-07,187,S,2100-01-01,0,0.0,49.0,0
2021-05-08,187,S,2100-01-01,0,0.0,50.0,0
2021-05-09,187,S,2100-01-01,0,0.0,50.0,0
2021-05-10,187,S,2100-01-01,0,0.0,51.0,0
2021-05-11,187,S,2100-01-01,0,0.0,49.0,0
2021-05-12,187,S,2100-01-01,0,0.0,49.0,0
2021-05-13,187,S,2100-01-01,0,0.0,49.0,0
2021-05-14,187,S,2100-01-01,0,0.0,49.0,0
2021-05-15,187,S,2100-01-01,0,0.0,49.0,0
2021-05-16,187,S,2100-01-01,0,0.0,48.0,0
2021-05-17,187,S,2100-01-01,0,0.0,52.0,0
2021-05-18,187,S,2100-01-01,0,0.0,51.0,0
2021-05-19,187,S,2100-01-01,0,0.0,49.0,0
2021-05-20,187,S,2100-01-01,0,0.0,50.0,0
2021-05-21,187,S,2100-01-01,0,0.0,50.0,0
2021-05-22,187,S,2100-01-01,0,0.0,49.0,0
2021-05-23,187,S,2100-01-01,0,0.0,49.0,0
2021-05-24,187,S,2100-01-01,0,0.0,51.0,0
2021-05-25,187,S,2100-01-01,0,0.0,49.0,0
2021-05-26,187,S,2100-01-01,0,0.0,50.0,0
2021-05-27,187,S,2100-01-01,0,0.0,48.0,0
2021-05-28,187,S,2100-01-01,0,0.0,50.0,0
2021-05-29,187,S,2100-01-01,0,0.0,50.0,0
2021-05-30,187,S,2100-01-01,0,0.0,48.0,0
2021-05-31,187,S,2100-01-01,0,0.0,51.0,0
2021-06-01,187,S,2100-01-01,0,0.0,49.0,0
2021-06-02,187,S,2100-01-01,0,0.0,50.0,0
2021-06-03,187,S,2100-01-01,0,0.0,50.0,0
2021-06-04,187,S,2100-01-01,0,0.0,48.0,0
2021-06-05,187,S,2100-01-01,0,0.0,49.0,0
2021-06-06,187,S,2100-01-01,0,0.0,49.0,0
2021-06-07,187,S,2100-01-01,0,0.0,48.0,0
2021-06-08,187,S,2100-01-01,0,0.0,51.0,0
2021-06-09,187,S,2100-01-01,0,0.0,50.0,0
2021-06-10,187,S,2100-01-01,0,0.0,50.0,0
2021-06-11,187,S,2100-01-01,0,0.0,50.0,0
2021-06-12,187,S,2100-01-01,0,0.0,49.0,0
2021-06-13,187,S,2100-01-01,0,0.0,48.0,0
2021-06-14,187,S,2100-01-01,0,0.0,49.0,0
2021-06-15,187,S,2100-01-01,0,0.0,50.0,0
2021-06-16,187,S,2100-01-01,0,0.0,50.0,0
