city,state,pop,hdi
lagoa_do_sitio,piaui,5219,541
curral_de_cima,paraiba,5209,529
jequitiba,minas_gerais,5203,689
santa_maria_do_salto,minas_gerais,5203,613
palmopolis,minas_gerais,5196,565
tamboara,parana,5196,731
guaruja_do_sul,santa_catarina,5196,730
jacare_dos_homens,alagoas,5185,583
itaguaru,goias,5184,718
nova_erechim,santa_catarina,5163,765
cristiano_otoni,minas_gerais,5161,695
sao_pedro_do_suacui,minas_gerais,5160,622
rafael_fernandes,rio_grande_do_norte,5158,608
sao_nicolau,rio_grande_do_sul,5153,645
sertaozinho,paraiba,5152,621
sao_jose_da_varginha,minas_gerais,5151,704
sertaneja,parana,5149,725
rio_branco,mato_grosso,5147,707
dores_de_guanhaes,minas_gerais,5139,636
goianorte,tocantins,5136,621
olho_d'agua_grande,alagoas,5133,503
brochier,rio_grande_do_sul,5132,699
caturai,goias,5132,664
agricolandia,piaui,5123,599
bom_jesus_do_tocantins,tocantins,5120,660
rochedo,mato_grosso_do_sul,5120,651
madre_de_deus_de_minas,minas_gerais,5119,699
rio_do_prado,minas_gerais,5117,605
analandia,sao_paulo,5115,754
selbach,rio_grande_do_sul,5114,777
jose_raydan,minas_gerais,5104,617
caridade_do_piaui,piaui,5102,541
turvolandia,minas_gerais,5099,696
santana_de_mangueira,paraiba,5098,535
campo_alegre_do_fidalgo,piaui,5093,537
bocaina_de_minas,minas_gerais,5088,645
liberato_salzano,rio_grande_do_sul,5087,685
gameleiras,minas_gerais,5084,650
cacique_doble,rio_grande_do_sul,5083,662
guaramiranga,ceara,5073,637
crucilandia,minas_gerais,5072,651
cabixi,rondonia,5067,650
palestina,alagoas,5061,558
congonhas_do_norte,minas_gerais,5047,568
vargem_grande_do_rio_pardo,minas_gerais,5045,634
sao_goncalo_do_piaui,piaui,5044,616
descoberto,minas_gerais,5044,680
pranchita,parana,5035,752
piedade_dos_gerais,minas_gerais,5034,626
barauna,paraiba,5033,558
rondinha,rio_grande_do_sul,5033,764
honorio_serpa,parana,5030,683
palmeira_do_piaui,piaui,5029,557
pingo-d'agua,minas_gerais,5029,619
sao_raimundo_do_doca_bezerra,maranhao,5028,516
campos_novos_paulista,sao_paulo,5028,706
cuparaque,minas_gerais,5026,627
dom_cavati,minas_gerais,5025,688
jose_boiteux,santa_catarina,5019,694
tupandi,rio_grande_do_sul,5019,718
nova_esperanca_do_sudoeste,parana,5014,714
itacuruba,pernambuco,5013,595
nova_palmeira,paraiba,5011,595
guaraciama,minas_gerais,5005,677
ibertioga,minas_gerais,4999,657
liberdade,minas_gerais,4994,672
itapura,sao_paulo,4994,720
currais,piaui,4982,542
acegua,rio_grande_do_sul,4981,687
diamante_do_norte,parana,4975,723
divino_das_laranjeiras,minas_gerais,4969,661
lupionopolis,parana,4969,710
harmonia,rio_grande_do_sul,4967,749
mucum,rio_grande_do_sul,4967,746
mirassolandia,sao_paulo,4966,738
sao_felipe_d'oeste,rondonia,4962,649
narandiba,sao_paulo,4950,718
sao_joao_da_lagoa,minas_gerais,4949,634
moeda,minas_gerais,4948,638
janiopolis,parana,4948,696
catuti,minas_gerais,4944,621
eliseu_martins,piaui,4943,595
miravania,minas_gerais,4939,593
monte_formoso,minas_gerais,4939,541
catingueira,paraiba,4938,574
bom_sucesso,paraiba,4937,592
piloezinhos,paraiba,4937,564
japi,rio_grande_do_norte,4935,569
varzea_branca,piaui,4930,553
japira,parana,4929,696
espirito_santo_do_turvo,sao_paulo,4926,696
pinheirinho_do_vale,rio_grande_do_sul,4926,710
sao_jose_do_hortencio,rio_grande_do_sul,4924,707
leme_do_prado,minas_gerais,4923,670
alegrete_do_piaui,piaui,4921,585
coronel_joao_pessoa,rio_grande_do_norte,4918,578
santana_do_itarare,parana,4916,687
boraceia,sao_paulo,4913,754
nossa_senhora_de_nazare,piaui,4911,586
josenopolis,minas_gerais,4911,564
gastao_vidigal,sao_paulo,4911,723
cocal_de_telha,piaui,4908,555
vitor_meireles,santa_catarina,4907,673
barra_longa,minas_gerais,4905,624
aparecida_do_rio_negro,tocantins,4901,651
porto_amazonas,parana,4899,700
miraguai,rio_grande_do_sul,4899,725
sao_sebastiao_do_tocantins,tocantins,4898,573
caturite,paraiba,4898,623
ribeirao_do_largo,bahia,4896,540
tapira,minas_gerais,4890,712
nova_araca,rio_grande_do_sul,4890,785
santo_antonio_da_barra,goias,4886,691
jatoba_do_piaui,piaui,4885,566
florai,parana,4883,745
lagoinha,sao_paulo,4882,693
sampaio,tocantins,4876,606
claraval,minas_gerais,4873,698
indiana,sao_paulo,4873,761
combinado,tocantins,4870,697
itabi,sergipe,4869,602
monte_horebe,paraiba,4867,587
santa_rosa_do_tocantins,tocantins,4864,595
salto_do_itarare,parana,4862,704
sao_joao_da_varjota,piaui,4856,559
santopolis_do_aguapei,sao_paulo,4856,740
vermelho_novo,minas_gerais,4852,612
lobato,parana,4850,744
santana_do_jacare,minas_gerais,4847,647
santa_rita_de_jacutinga,minas_gerais,4843,682
glicerio,sao_paulo,4842,735
gaviao_peixoto,sao_paulo,4841,719
novo_sao_joaquim,mato_grosso,4837,649
serranopolis_de_minas,minas_gerais,4836,633
augusto_de_lima,minas_gerais,4833,656
serrinha_dos_pintos,rio_grande_do_norte,4832,598
rianapolis,goias,4832,693
motuca,sao_paulo,4831,741
ubirajara,sao_paulo,4828,727
nova_cantu,parana,4827,658
ressaquinha,minas_gerais,4826,683
julio_mesquita,sao_paulo,4824,716
sao_pedro_da_cipa,mato_grosso,4823,660
tabai,rio_grande_do_sul,4816,701
ouro_branco,rio_grande_do_norte,4813,645
conceicao_do_caninde,piaui,4811,589
feliz_deserto,alagoas,4803,565
caibate,rio_grande_do_sul,4802,719
bom_jardim_da_serra,santa_catarina,4801,696
jeceaba,minas_gerais,4795,661
paulistas,minas_gerais,4794,625
capivari_do_sul,rio_grande_do_sul,4793,766
berizal,minas_gerais,4792,604
salto_veloso,santa_catarina,4792,784
jurema,piaui,4790,555
congo,paraiba,4787,581
ribeirao_corrente,sao_paulo,4786,711
granjeiro,ceara,4784,585
erval_grande,rio_grande_do_sul,4780,681
jesuania,minas_gerais,4774,658
lajes_pintadas,rio_grande_do_norte,4768,625
mata,rio_grande_do_sul,4760,656
sao_francisco_do_gloria,minas_gerais,4758,663
rio_negro,mato_grosso_do_sul,4758,709
joaquim_felicio,minas_gerais,4757,637
monteiro_lobato,sao_paulo,4739,710
bandeira,minas_gerais,4738,599
braunas,minas_gerais,4737,624
fenix,parana,4734,716
david_canabarro,rio_grande_do_sul,4732,762
espirito_santo_do_dourado,minas_gerais,4728,685
rio_quente,goias,4728,731
natercia,minas_gerais,4727,693
riachinho,tocantins,4723,572
cerro_branco,rio_grande_do_sul,4720,661
pontalinda,sao_paulo,4719,702
arraial,piaui,4713,560
humaita,rio_grande_do_sul,4712,738
canabrava_do_norte,mato_grosso,4711,667
divinopolis_de_goias,goias,4701,653
sao_pedro_dos_crentes,maranhao,4700,600
riozinho,rio_grande_do_sul,4698,661
sao_jose_do_serido,rio_grande_do_norte,4696,694
lunardelli,parana,4695,690
santa_cruz_do_escalvado,minas_gerais,4693,625
ciriaco,rio_grande_do_sul,4693,719
guatambu,santa_catarina,4692,717
ibiaca,rio_grande_do_sul,4690,739
coronel_jose_dias,piaui,4688,546
duere,tocantins,4686,679
angelina,santa_catarina,4686,687
almino_afonso,rio_grande_do_norte,4685,624
itaguari,goias,4684,693
nova_iorque,maranhao,4682,584
fazenda_vilanova,rio_grande_do_sul,4680,698
marumbi,parana,4676,721
barra_do_ouro,tocantins,4673,603
oratorios,minas_gerais,4671,637
messias_targino,rio_grande_do_norte,4665,644
caicara,rio_grande_do_sul,4659,699
lagoa_do_barro_do_piaui,piaui,4658,502
felicio_dos_santos,minas_gerais,4656,606
entre_rios_do_oeste,parana,4651,761
santana_do_piaui,piaui,4650,574
rosario_da_limeira,minas_gerais,4648,662
lagoa,paraiba,4640,563
sao_jose_de_espinharas,paraiba,4631,577
rio_fortuna,santa_catarina,4630,806
viadutos,rio_grande_do_sul,4628,702
mato_leitao,rio_grande_do_sul,4627,746
sao_joao_da_urtiga,rio_grande_do_sul,4625,694
sao_joao_da_canabrava,piaui,4619,559
ponte_alta,santa_catarina,4619,673
capela_nova,minas_gerais,4616,648
bertopolis,minas_gerais,4609,594
lupercio,sao_paulo,4608,724
sao_bentinho,paraiba,4602,606
santa_carmem,mato_grosso,4600,715
rosario_do_ivai,parana,4595,662
novo_planalto,goias,4592,658
coronel_macedo,sao_paulo,4591,690
ponte_alta_do_bom_jesus,tocantins,4586,603
cordilheira_alta,santa_catarina,4585,747
tunas,rio_grande_do_sul,4585,657
santa_cruz_da_conceicao,sao_paulo,4584,790
romelandia,santa_catarina,4584,692
flor_da_serra_do_sul,parana,4583,682
sao_lourenco_do_piaui,piaui,4581,595
conceicao_de_ipanema,minas_gerais,4581,676
bonopolis,goias,4579,630
joao_ramalho,sao_paulo,4577,741
cantagalo,minas_gerais,4575,631
guaribas,piaui,4573,508
riachao_do_poco,paraiba,4571,555
sao_pedro_da_uniao,minas_gerais,4563,674
riachao_do_bacamarte,paraiba,4562,553
socorro_do_piaui,piaui,4557,561
aguanil,minas_gerais,4557,663
santa_teresinha,paraiba,4550,627
buritizal,sao_paulo,4547,735
marcos_parente,piaui,4546,590
fronteira_dos_vales,minas_gerais,4542,592
sao_bento_do_trairi,rio_grande_do_norte,4541,595
sao_felix_de_balsas,maranhao,4540,557
mundo_novo,goias,4540,634
macambara,rio_grande_do_sul,4539,684
montividiu_do_norte,goias,4538,613
ingazeira,pernambuco,4537,608
ribeirao_do_sul,sao_paulo,4537,747
canaa,minas_gerais,4533,649
lindoia_do_sul,santa_catarina,4530,743
vicente_dutra,rio_grande_do_sul,4530,638
matinhas,paraiba,4528,541
morro_cabeca_no_tempo,piaui,4527,542
senador_georgino_avelino,rio_grande_do_norte,4527,570
turvania,goias,4526,697
murutinga_do_sul,sao_paulo,4525,726
riqueza,santa_catarina,4525,714
jardim_do_mulato,piaui,4522,593
ritapolis,minas_gerais,4521,653
porto_lucena,rio_grande_do_sul,4514,693
bocaina,piaui,4509,632
tunapolis,santa_catarina,4507,752
ramilandia,parana,4500,630
cariri_do_tocantins,tocantins,4499,662
ribeira_do_piaui,piaui,4499,520
lindoeste,parana,4488,666
wall_ferraz,piaui,4479,544
sao_joao_do_pacui,minas_gerais,4476,625
curralinhos,piaui,4475,555
iguaracu,parana,4475,758
jose_goncalves_de_minas,minas_gerais,4474,632
indianopolis,parana,4472,724
lagoa_do_tocantins,tocantins,4470,579
foz_do_jordao,parana,4466,645
onda_verde,sao_paulo,4462,738
flores_do_piaui,piaui,4461,547
fortaleza_de_minas,minas_gerais,4460,670
serranopolis_do_iguacu,parana,4460,762
rodolfo_fernandes,rio_grande_do_norte,4457,604
pequi,minas_gerais,4457,674
sao_braz_do_piaui,piaui,4454,596
tejupa,sao_paulo,4452,668
novo_acordo,tocantins,4450,639
carvalhos,minas_gerais,4445,646
quinta_do_sol,parana,4444,715
jerumenha,piaui,4443,591
paineiras,minas_gerais,4440,669
bernardo_sayao,tocantins,4439,638
couto_de_magalhaes_de_minas,minas_gerais,4436,659
dom_joaquim,minas_gerais,4436,622
piedade_do_rio_grande,minas_gerais,4436,678
funilandia,minas_gerais,4434,655
cruzeiro_do_sul,parana,4430,713
itaguaje,parana,4426,707
erval_velho,santa_catarina,4423,723
quarto_centenario,parana,4420,710
japaraiba,minas_gerais,4418,721
gaviao,bahia,4417,599
materlandia,minas_gerais,4415,597
pindorama_do_tocantins,tocantins,4414,605
itaja,goias,4412,691
vargem_bonita,santa_catarina,4411,718
sao_joao_do_tigre,paraiba,4408,552
nova_guarita,mato_grosso,4407,688
logradouro,paraiba,4406,583
sandovalina,sao_paulo,4405,709
itamarati_de_minas,minas_gerais,4395,688
ibarama,rio_grande_do_sul,4393,652
nova_santa_rita,piaui,4392,554
recursolandia,tocantins,4389,500
aiquara,bahia,4387,583
santa_barbara_do_tugurio,minas_gerais,4385,637
varzea_grande,piaui,4382,571
joanesia,minas_gerais,4382,626
doutor_mauricio_cardoso,rio_grande_do_sul,4380,706
itapirapua,goias,4380,677
gramado_xavier,rio_grande_do_sul,4378,634
vila_maria,rio_grande_do_sul,4368,761
ipira,santa_catarina,4367,736
poco_de_jose_de_moura,paraiba,4366,612
goncalves,minas_gerais,4360,683
juramento,minas_gerais,4359,669
santa_efigenia_de_minas,minas_gerais,4354,607
domingos_mourao,piaui,4352,550
nova_rosalandia,tocantins,4348,661
junco_do_maranhao,maranhao,4334,552
santana_do_riacho,minas_gerais,4334,665
passagem_franca_do_piaui,piaui,4331,561
pracinha,sao_paulo,4327,696
nova_itaberaba,santa_catarina,4327,736
matrincha,goias,4321,679
sebastiao_leal,piaui,4311,562
pinhal_grande,rio_grande_do_sul,4309,678
riacho_frio,piaui,4306,541
ponto_chique,minas_gerais,4305,606
nova_santa_barbara,parana,4304,680
francisco_ayres,piaui,4300,577
parana,rio_grande_do_norte,4298,589
itapirapua_paulista,sao_paulo,4294,661
ocaucu,sao_paulo,4294,717
serra_azul_de_minas,minas_gerais,4292,557
sao_jose_da_safira,minas_gerais,4291,583
marquinho,parana,4283,614
sao_francisco_do_oeste,rio_grande_do_norte,4281,628
planaltina_do_parana,parana,4281,705
vila_nova_do_sul,rio_grande_do_sul,4274,662
campo_novo,rio_grande_do_sul,4273,703
bom_jesus_da_penha,minas_gerais,4270,735
arabuta,santa_catarina,4268,733
apore,goias,4266,693
prata,paraiba,4265,608
uniao_de_minas,minas_gerais,4265,672
pescador,minas_gerais,4261,656
bras_pires,minas_gerais,4255,625
maximiliano_de_almeida,rio_grande_do_sul,4254,699
fortaleza_dos_valos,rio_grande_do_sul,4252,756
novo_cabrais,rio_grande_do_sul,4246,688
marcelino_ramos,rio_grande_do_sul,4239,724
barra_do_quarai,rio_grande_do_sul,4238,662
divino_de_sao_lourenco,espirito_santo,4236,632
venha-ver,rio_grande_do_norte,4232,555
tres_palmeiras,rio_grande_do_sul,4232,703
olho-d'agua_do_borges,rio_grande_do_norte,4231,585
ipiacu,minas_gerais,4229,696
cruzeiro_do_iguacu,parana,4229,709
modelo,santa_catarina,4227,760
belem,alagoas,4226,593
dona_emma,santa_catarina,4224,742
sao_jose_do_alegre,minas_gerais,4222,717
cabralia_paulista,sao_paulo,4222,694
nova_luzitania,sao_paulo,4217,743
altair,sao_paulo,4211,687
caraubas,paraiba,4206,585
dores_do_turvo,minas_gerais,4202,629
alfredo_marcondes,sao_paulo,4201,741
caiabu,sao_paulo,4195,729
riacho_de_santana,rio_grande_do_norte,4194,591
novo_barreiro,rio_grande_do_sul,4185,706
iporanga,sao_paulo,4180,703
tibau,rio_grande_do_norte,4173,635
anhumas,sao_paulo,4172,741
sao_joao_do_cariri,paraiba,4170,622
monte_castelo,sao_paulo,4166,741
carrasco_bonito,tocantins,4165,594
doutor_pedrinho,santa_catarina,4164,716
conquista_d'oeste,mato_grosso,4163,718
teixeiropolis,rondonia,4160,643
sao_jose_do_sabugi,paraiba,4153,617
piedade_de_ponte_nova,minas_gerais,4141,639
sao_jose_do_barreiro,sao_paulo,4141,684
populina,sao_paulo,4136,714
nova_independencia,sao_paulo,4135,735
capitao_gervasio_oliveira,piaui,4127,553
paes_landim,piaui,4124,575
aparecida_d'oeste,sao_paulo,4122,721
rio_branco_do_ivai,parana,4121,640
taquaracu_de_minas,minas_gerais,4120,651
mossamedes,goias,4120,706
jundia,alagoas,4119,562
tocos_do_moji,minas_gerais,4117,696
paranapua,sao_paulo,4112,732
sao_geraldo_do_baixio,minas_gerais,4104,630
major_sales,rio_grande_do_norte,4102,617
sao_jose_do_povo,mato_grosso,4102,661
mariapolis,sao_paulo,4098,718
formoso,goias,4098,715
verissimo,minas_gerais,4090,667
lagoa_do_piaui,piaui,4086,583
pau_d'arco_do_piaui,piaui,4084,514
marilac,minas_gerais,4079,615
alto_alegre,sao_paulo,4078,700
santa_cruz_de_salinas,minas_gerais,4074,577
dom_macedo_costa,bahia,4072,632
corumbatai,sao_paulo,4072,754
passos_maia,santa_catarina,4072,659
conceicao_do_tocantins,tocantins,4070,592
novo_horizonte_do_norte,mato_grosso,4069,664
rondolandia,mato_grosso,4069,640
assuncao,paraiba,4067,609
presidente_alves,sao_paulo,4067,735
suzanapolis,sao_paulo,4063,699
lagoa_dos_patos,minas_gerais,4062,634
ribeirao_vermelho,minas_gerais,4061,737
porto_vitoria,parana,4057,685
senador_modestino_goncalves,minas_gerais,4056,620
ilopolis,rio_grande_do_sul,4054,730
lucrecia,rio_grande_do_norte,4053,646
carrancas,minas_gerais,4052,725
santa_monica,parana,4052,704
virmond,parana,4051,722
ibiquera,bahia,4047,511
santa_cruz_dos_milagres,piaui,4046,577
inubia_paulista,sao_paulo,4045,759
bela_vista_do_piaui,piaui,4044,576
coivaras,piaui,4044,565
quatro_pontes,parana,4043,791
witmarsum,santa_catarina,4032,710
portelandia,goias,4032,654
marlieria,minas_gerais,4030,657
contendas_do_sincora,bahia,4025,577
frutuoso_gomes,rio_grande_do_norte,4015,597
jatei,mato_grosso_do_sul,4015,708
goiana,minas_gerais,4014,716
bom_sucesso_de_itarare,sao_paulo,4013,660
nova_nazare,mato_grosso,4013,595
nossa_senhora_das_gracas,parana,4009,709
cumbe,sergipe,4008,604
canhoba,sergipe,4003,569
treviso,santa_catarina,4002,774
kalore,parana,3996,721
acaiaca,minas_gerais,3995,630
lajedao,bahia,3993,632
boa_esperanca,parana,3991,720
barcelona,rio_grande_do_norte,3989,566
olivedos,paraiba,3989,603
mae_d'agua,paraiba,3988,542
ibirapuita,rio_grande_do_sul,3988,638
santana_do_deserto,minas_gerais,3985,651
bugre,minas_gerais,3984,627
marques_de_souza,rio_grande_do_sul,3981,687
espigao_alto_do_iguacu,parana,3980,636
porteirao,goias,3979,684
pedra_do_indaia,minas_gerais,3977,708
salgadinho,paraiba,3975,563
cafezal_do_sul,parana,3975,692
sao_miguel_do_aleixo,sergipe,3964,567
cajuri,minas_gerais,3961,617
barra_d'alcantara,piaui,3953,577
jundia,rio_grande_do_norte,3945,595
conceicao_da_barra_de_minas,minas_gerais,3939,685
canavieira,piaui,3938,583
itaju,sao_paulo,3937,705
santa_rosa_de_lima,sergipe,3933,592
ewbank_da_camara,minas_gerais,3932,676
paqueta,piaui,3931,509
pedras_grandes,santa_catarina,3931,728
gameleira_de_goias,goias,3923,659
santana_de_cataguases,minas_gerais,3909,694
jau_do_tocantins,tocantins,3906,662
areias,sao_paulo,3906,697
quadra,sao_paulo,3902,678
iraceminha,santa_catarina,3901,722
piloes,rio_grande_do_norte,3900,614
caldazinha,goias,3900,685
jabora,santa_catarina,3899,732
sao_jose_de_princesa,paraiba,3898,565
pontao,rio_grande_do_sul,3898,725
leopolis,parana,3896,707
mariana_pimentel,rio_grande_do_sul,3892,701
minduri,minas_gerais,3891,658
conselheiro_mairinck,parana,3891,707
pareci_novo,rio_grande_do_sul,3885,749
sao_pedro_da_serra,rio_grande_do_sul,3881,739
hugo_napoleao,piaui,3880,599
poco_dantas,paraiba,3877,525
indiapora,sao_paulo,3876,751
amaralina,goias,3875,609
xavantina,santa_catarina,3873,749
atalaia,parana,3871,736
medeiros,minas_gerais,3861,711
santo_antonio_do_grama,minas_gerais,3861,633
putinga,rio_grande_do_sul,3861,715
sao_geraldo_da_piedade,minas_gerais,3860,600
sao_jose_do_divino,minas_gerais,3851,658
vista_serrana,paraiba,3850,566
varjao,goias,3848,687
rio_crespo,rondonia,3843,643
pejucara,rio_grande_do_sul,3840,741
sao_francisco,sergipe,3837,587
campina_do_simao,parana,3831,630
campo_azul,minas_gerais,3830,621
redencao_da_serra,sao_paulo,3827,657
fatima,tocantins,3824,697
brejo_do_piaui,piaui,3824,515
cotipora,rio_grande_do_sul,3824,741
santa_isabel,goias,3821,683
itapiratins,tocantins,3814,601
meridiano,sao_paulo,3813,731
brazabrantes,goias,3812,701
quinze_de_novembro,rio_grande_do_sul,3810,756
aurora_do_tocantins,tocantins,3809,677
santo_inacio_do_piaui,piaui,3809,613
santa_fe_de_minas,minas_gerais,3806,615
prado_ferreira,parana,3806,710
pedra_branca,paraiba,3802,599
guarani_de_goias,goias,3801,637
santa_lucia,parana,3795,687
braco_do_trombudo,santa_catarina,3794,780
sao_joao_do_itaperiu,santa_catarina,3784,738
alvarenga,minas_gerais,3783,592
diogo_de_vasconcelos,minas_gerais,3779,601
nazare,tocantins,3772,643
sao_bras_do_suacui,minas_gerais,3770,664
guapirama,parana,3767,702
santo_antonio_do_itambe,minas_gerais,3763,558
tesouro,mato_grosso,3761,655
rancho_alegre,parana,3760,707
guarara,minas_gerais,3755,652
nova_santa_helena,mato_grosso,3755,714
santana_dos_montes,minas_gerais,3753,647
itutinga,minas_gerais,3749,727
mutunopolis,goias,3749,680
caicara_do_rio_do_vento,rio_grande_do_norte,3745,587
capao_do_cipo,rio_grande_do_sul,3745,672
nova_roma_do_sul,rio_grande_do_sul,3743,741
elisiario,sao_paulo,3742,747
heitorai,goias,3742,694
campanario,minas_gerais,3739,616
agua_santa,rio_grande_do_sul,3738,750
jaboticaba,rio_grande_do_sul,3738,658
sao_jose_do_peixe,piaui,3737,573
lajedinho,bahia,3735,546
matutina,minas_gerais,3733,707
parau,rio_grande_do_norte,3732,603
paim_filho,rio_grande_do_sul,3731,706
lizarda,tocantins,3727,570
saltinho,santa_catarina,3727,654
malhada_dos_bois,sergipe,3715,599
cacimba_de_areia,paraiba,3708,596
piquerobi,sao_paulo,3706,711
nova_alvorada,rio_grande_do_sul,3698,740
campo_bonito,parana,3694,681
macedonia,sao_paulo,3686,740
corrego_do_bom_jesus,minas_gerais,3685,692
chiapetta,rio_grande_do_sul,3684,732
ouro_verde_de_goias,goias,3679,719
edealina,goias,3678,702
tabuleiro,minas_gerais,3669,681
presidente_kennedy,tocantins,3668,669
catas_altas_da_noruega,minas_gerais,3665,600
lafaiete_coutinho,bahia,3663,599
pavussu,piaui,3662,526
campestre_de_goias,goias,3662,653
pratinha,minas_gerais,3658,721
nova_brasilandia,mato_grosso,3656,651
cruzeiro_da_fortaleza,minas_gerais,3651,696
pedrinopolis,minas_gerais,3651,729
rifaina,sao_paulo,3651,740
riachao,paraiba,3650,574
riacho_da_cruz,rio_grande_do_norte,3648,584
estrela_velha,rio_grande_do_sul,3646,679
piratuba,santa_catarina,3637,758
dom_bosco,minas_gerais,3635,673
pinheiro_preto,santa_catarina,3635,777
bandeirantes_do_tocantins,tocantins,3631,638
sossego,paraiba,3631,573
campinacu,goias,3628,631
muricilandia,tocantins,3623,596
sarutaia,sao_paulo,3623,688
sao_jose_do_bonfim,paraiba,3619,578
catolandia,bahia,3619,582
alvares_florence,sao_paulo,3616,728
carvalhopolis,minas_gerais,3614,724
jaquirana,rio_grande_do_sul,3611,614
itauba,mato_grosso,3609,690
belem_do_piaui,piaui,3607,551
sao_jose_dos_cordeiros,paraiba,3607,556
severiano_de_almeida,rio_grande_do_sul,3607,752
sao_fernando,rio_grande_do_norte,3606,608
platina,sao_paulo,3606,719
alvorada_de_minas,minas_gerais,3605,572
quartel_geral,minas_gerais,3603,683
santo_antonio_do_aventureiro,minas_gerais,3602,671
santa_rita_do_trivelato,mato_grosso,3602,735
sao_jose_das_palmeiras,parana,3601,713
sebastianopolis_do_sul,sao_paulo,3595,773
santa_ines,paraiba,3591,572
aguas_de_sao_pedro,sao_paulo,3588,854
taquarussu,mato_grosso_do_sul,3588,651
cajazeiras_do_piaui,piaui,3586,562
ruy_barbosa,rio_grande_do_norte,3584,605
cachoeira_da_prata,minas_gerais,3580,741
palminopolis,goias,3578,722
presidente_juscelino,minas_gerais,3572,614
bernardino_batista,paraiba,3571,558
vieiras,minas_gerais,3570,668
duas_estradas,paraiba,3569,603
vargeao,santa_catarina,3569,686
sao_jose_dos_ausentes,rio_grande_do_sul,3559,663
emas,paraiba,3556,595
novo_horizonte_do_sul,mato_grosso_do_sul,3556,649
nova_modica,minas_gerais,3548,630
arroio_trinta,santa_catarina,3547,764
cordislandia,minas_gerais,3546,660
adolfo,sao_paulo,3545,730
arambare,rio_grande_do_sul,3544,691
teresina_de_goias,goias,3538,661
santa_maria_do_tocantins,tocantins,3537,634
sao_sebastiao_do_umbuzeiro,paraiba,3534,581
jacutinga,rio_grande_do_sul,3532,726
vale_verde,rio_grande_do_sul,3531,646
barao_de_antonina,sao_paulo,3525,711
mombuca,sao_paulo,3523,719
aurea,rio_grande_do_sul,3517,707
senhora_do_porto,minas_gerais,3516,565
queiroz,sao_paulo,3513,715
romaria,minas_gerais,3507,708
taquaral_de_goias,goias,3506,716
bocaina_do_sul,santa_catarina,3501,647
fernandes_tourinho,minas_gerais,3500,646
ibitiura_de_minas,minas_gerais,3497,674
trombas,goias,3497,653
frei_lagonegro,minas_gerais,3496,543
torixoreu,mato_grosso,3487,716
estrela_do_indaia,minas_gerais,3483,676
gurjao,paraiba,3477,625
angico,tocantins,3475,648
mar_vermelho,alagoas,3474,577
bom_jesus_do_sul,parana,3472,697
jari,rio_grande_do_sul,3472,631
maurilandia_do_tocantins,tocantins,3470,580
palestina_de_goias,goias,3470,713
jumirim,sao_paulo,3467,741
major_gercino,santa_catarina,3465,698
caxambu_do_sul,santa_catarina,3462,691
crominia,goias,3458,706
itacurubi,rio_grande_do_sul,3456,657
uniao_do_sul,mato_grosso,3455,665
aracu,goias,3450,693
hidrolina,goias,3450,677
coronel_xavier_chaves,minas_gerais,3448,677
sebastiao_barros,piaui,3434,536
zortea,santa_catarina,3432,761
divinesia,minas_gerais,3430,657
ponte_alta_do_norte,santa_catarina,3426,689
nova_america_da_colina,parana,3424,698
ourizona,parana,3423,720
belmiro_braga,minas_gerais,3422,660
general_maynard,sergipe,3421,645
pajeu_do_piaui,piaui,3416,559
figueiropolis_d'oeste,mato_grosso,3411,679
dois_lajeados,rio_grande_do_sul,3410,757
diamante_do_sul,parana,3409,608
turucu,rio_grande_do_sul,3408,629
vila_flores,rio_grande_do_sul,3407,742
bela_vista_da_caroba,parana,3404,681
goiabeira,minas_gerais,3402,647
campestre_da_serra,rio_grande_do_sul,3402,706
salgado_filho,parana,3389,700
pongai,sao_paulo,3385,755
santa_rita_de_ibitipoca,minas_gerais,3380,630
castelandia,goias,3380,701
sao_francisco,paraiba,3377,580
sandolandia,tocantins,3371,659
santa_rita_do_novo_destino,goias,3367,634
lamim,minas_gerais,3366,655
santa_rosa_da_serra,minas_gerais,3364,705
barreiras_do_piaui,piaui,3356,557
sao_felix_de_minas,minas_gerais,3354,620
nova_brescia,rio_grande_do_sul,3345,778
pequeri,minas_gerais,3340,694
colinas_do_sul,goias,3339,658
itaoca,sao_paulo,3332,680
nova_marilandia,mato_grosso,3332,704
chapada_da_natividade,tocantins,3330,620
calmon,santa_catarina,3325,622
ribeira,sao_paulo,3320,698
pedra_mole,sergipe,3309,593
natalandia,minas_gerais,3306,671
damianopolis,goias,3302,654
ivatuba,parana,3299,766
pitangueiras,parana,3298,710
agua_nova,rio_grande_do_norte,3293,616
esmeralda,rio_grande_do_sul,3291,680
alegria,rio_grande_do_sul,3287,695
paraiso,santa_catarina,3284,700
bias_fortes,minas_gerais,3282,620
paranapoema,parana,3277,709
campos_borges,rio_grande_do_sul,3272,708
buritinopolis,goias,3272,704
telha,sergipe,3271,604
braga,rio_grande_do_sul,3271,674
barra_do_guarita,rio_grande_do_sul,3266,734
uruana_de_minas,minas_gerais,3256,664
santa_cecilia_do_pavao,parana,3253,723
estrela_do_norte,goias,3253,707
alvinlandia,sao_paulo,3251,722
serra_alta,santa_catarina,3249,773
jundiai_do_sul,parana,3248,688
bom_sucesso_do_sul,parana,3244,742
bannach,para,3239,594
emilianopolis,sao_paulo,3238,727
